EventID,Year,Month,Day,Hour,minute,second,Easting (m),Northing (m),TVD (m),MW,MWBB,MWg,MLBB,MLg
1,2016,10,26,3,15,35.882,484535,6023072,3613,-0.21,       NaN,-0.79,-1.29,-1.73
2,2016,10,26,21,39,57.252,484685,6023172,3917,-0.07,       NaN,-0.65,-1.18,-1.53
3,2016,10,27,1,24,1.054,484535,6023122,3822,0.14,0.11,-0.41,-0.72,-1.09
4,2016,10,27,1,40,42.51,484635,6023172,3868,-0.38,       NaN,-0.96,-1.19,-2.03
5,2016,10,27,1,43,10.564,484585,6023222,4097,-0.25,       NaN,-0.83,-1.19,-1.85
6,2016,10,27,2,29,51.598,484535,6023122,3827,0.17,       NaN,-0.41,-1.29,-1.13
7,2016,10,27,4,26,56.41,484535,6022972,3419,-0.36,       NaN,-0.94,-1.29,-1.95
8,2016,10,27,11,46,15.368,484646,6023141,3607,-0.2,       NaN,-0.78,-1.11,-1.87
9,2016,10,27,12,26,16.546,484616,6023146,3618,-0.12,       NaN,-0.7,-0.89,-1.57
10,2016,10,27,12,46,24.212,484626,6023121,3634,-0.14,       NaN,-0.72,-0.96,-1.66
11,2016,10,27,12,58,18.084,484435,6022972,5028,-0.35,       NaN,-0.93,-1.3,-2.07
12,2016,10,27,13,30,12.136,484646,6023146,3662,0,       NaN,-0.58,-0.75,-1.44
13,2016,10,27,14,9,43.164,483985,6022272,3283,0.02,0.02,-0.56,-1.27,-1.51
14,2016,10,27,14,15,31.642,484085,6022172,3514,0.13,-0.09,-0.34,-1.25,-1.08
15,2016,10,27,14,41,0.426,484085,6022222,3514,-0.1,       NaN,-0.68,-1.29,-1.59
16,2016,10,27,14,48,20.974,484085,6022372,3633,0.1,       NaN,-0.48,-1.3,-1.32
17,2016,10,27,14,56,46.474,484626,6023121,3657,0.06,       NaN,-0.52,-0.63,-1.31
18,2016,10,27,15,44,12.962,484626,6023121,3652,-0.15,       NaN,-0.73,-0.93,-1.63
19,2016,10,27,16,8,13.214,483985,6022272,3663,-0.13,       NaN,-0.71,-1.47,-1.63
20,2016,10,27,16,8,45.508,484631,6023116,3512,-0.27,       NaN,-0.85,-1.19,-1.89
21,2016,10,27,16,32,42.742,484135,6022222,3579,-0.27,       NaN,-0.85,-1.39,-1.86
22,2016,10,27,16,36,27.708,484035,6022172,3718,-0.21,       NaN,-0.79,-1.37,-1.79
23,2016,10,27,17,5,22.478,484585,6023072,2038,-0.4,       NaN,-0.98,-1.29,-2.13
24,2016,10,27,17,20,51.476,484636,6023131,3584,0.15,0.17,-0.45,-0.59,-1.26
25,2016,10,27,18,10,33.704,484651,6023136,3634,-0.24,-0.11,-0.88,-1.2,-1.87
26,2016,10,27,18,22,13.386,484621,6023146,3563,-0.19,       NaN,-0.77,-1.07,-1.78
27,2016,10,27,18,39,19.838,484636,6023136,3622,0.13,       NaN,-0.45,-0.5,-1.23
28,2016,10,27,19,6,3.066,484631,6023116,3613,-0.21,       NaN,-0.79,-1.03,-1.71
29,2016,10,27,19,15,44.92,484636,6023136,3618,0.2,       NaN,-0.38,-0.39,-1.11
30,2016,10,27,19,16,23.162,484631,6023135,3599,-0.19,       NaN,-0.77,-1.01,-1.7
31,2016,10,27,19,16,33.37,484646,6023136,3634,-0.26,       NaN,-0.84,-1.14,-1.85
32,2016,10,27,19,42,57.24,484636,6023146,3593,-0.05,       NaN,-0.63,-0.78,-1.49
33,2016,10,27,19,51,21.594,484651,6023146,3758,-0.34,       NaN,-0.92,-1.31,-2.01
34,2016,10,27,20,22,36.72,484611,6023121,3506,-0.27,       NaN,-0.85,-1.28,-1.92
35,2016,10,27,20,25,56.71,484636,6023126,3594,0.19,       NaN,-0.39,-0.39,-1.08
36,2016,10,27,21,1,5.994,484671,6023181,3592,-0.35,       NaN,-0.93,-1.31,-1.98
37,2016,10,27,21,26,18.302,484636,6023126,3594,0.29,       NaN,-0.29,-0.28,-1.02
38,2016,10,27,21,43,16.168,484656,6023166,3632,-0.38,       NaN,-0.96,-1.28,-2.06
39,2016,10,27,21,59,38.384,484646,6023156,3592,-0.23,       NaN,-0.81,-1.98,-1.74
40,2016,10,27,22,36,39.46,484636,6023146,3607,0.17,       NaN,-0.41,-0.44,-1.16
41,2016,10,27,22,37,28.778,484686,6023106,3540,-0.33,       NaN,-0.91,-1.18,-1.98
42,2016,10,27,23,15,41.806,484646,6023151,3546,-0.14,-0.06,-0.76,-1.1,-1.75
43,2016,10,27,23,36,48.646,484641,6023161,3538,-0.09,       NaN,-0.67,-0.92,-1.6
44,2016,10,28,0,44,21.088,484626,6023111,3584,-0.12,       NaN,-0.7,-0.96,-1.63
45,2016,10,28,0,44,25.252,484641,6023136,3589,-0.19,       NaN,-0.77,-0.96,-1.75
46,2016,10,28,1,19,13.994,484656,6023116,3504,-0.33,       NaN,-0.91,-1.33,-2.04
47,2016,10,28,1,32,50.89,484636,6023121,3519,-0.22,       NaN,-0.8,-1.08,-1.76
48,2016,10,28,1,42,33.034,484646,6023146,3583,-0.02,       NaN,-0.6,-0.76,-1.48
49,2016,10,28,2,12,57.898,484636,6023126,3614,-0.07,       NaN,-0.65,-0.85,-1.52
50,2016,10,28,3,10,45.244,484636,6023146,3553,-0.07,0.04,-0.73,-1.03,-1.73
51,2016,10,28,3,23,0.166,484631,6023116,3574,0.01,       NaN,-0.57,-0.8,-1.46
52,2016,10,28,4,12,20.992,484646,6023161,3612,0.05,       NaN,-0.53,-0.63,-1.33
53,2016,10,28,4,36,5.108,484621,6023086,3604,-0.14,       NaN,-0.72,-1,-1.7
54,2016,10,28,5,17,15.998,484631,6023141,3602,0.15,0.17,-0.44,-0.56,-1.26
55,2016,10,28,6,45,40.732,484686,6023096,3498,-0.05,       NaN,-0.63,-0.68,-1.53
56,2016,10,28,7,34,58.364,484585,6023022,3634,-0.3,       NaN,-0.88,-1.25,-1.98
57,2016,10,28,7,35,20.366,484636,6023146,3618,-0.06,       NaN,-0.64,-0.82,-1.53
58,2016,10,28,8,26,14.168,484566,6022951,3554,-0.18,       NaN,-0.76,-1.16,-1.81
59,2016,10,28,9,40,53.302,484571,6023011,3578,-0.15,       NaN,-0.73,-0.98,-1.67
60,2016,10,28,10,7,22.732,484486,6022977,3602,-0.39,       NaN,-0.97,-1.23,-2.07
61,2016,10,28,10,18,3.714,484601,6023011,3633,-0.27,-0.1,-0.94,-1.27,-2.03
62,2016,10,28,10,49,29.408,484566,6023011,3563,-0.13,-0.01,-0.78,-0.96,-1.77
63,2016,10,28,13,12,10.284,484687,6023146,3848,-0.17,       NaN,-0.75,-1.2,-1.66
64,2016,10,28,13,32,8.858,484481,6022991,3682,-0.24,       NaN,-0.82,-1.19,-1.84
65,2016,10,28,13,35,57.726,484471,6022991,3643,-0.24,-0.14,-0.87,-1.1,-1.85
66,2016,10,28,14,1,48.622,484566,6023021,3583,-0.07,       NaN,-0.65,-0.81,-1.51
67,2016,10,28,14,12,48.048,484660,6023159,3868,-0.06,       NaN,-0.64,-0.8,-1.48
68,2016,10,28,14,12,52.274,484651,6023136,3576,-0.09,       NaN,-0.67,-0.83,-1.55
69,2016,10,28,14,21,30.234,484471,6022967,3617,-0.27,       NaN,-0.85,-1.15,-1.83
70,2016,10,28,15,40,56.048,484631,6023141,3563,0.01,       NaN,-0.57,-0.66,-1.37
71,2016,10,28,17,2,34.506,484566,6022991,3567,-0.14,       NaN,-0.72,-0.98,-1.64
72,2016,10,28,17,31,24.002,484466,6022977,3585,-0.19,       NaN,-0.77,-0.88,-1.66
73,2016,10,28,17,44,23.296,484535,6023072,3780,-0.19,       NaN,-0.77,-1.29,-1.64
74,2016,10,28,17,44,57.556,484630,6022965,3499,-0.1,       NaN,-0.68,-0.73,-1.56
75,2016,10,28,20,2,2.26,484476,6022976,3598,-0.2,       NaN,-0.78,-0.94,-1.72
76,2016,10,28,20,4,45.386,484611,6022952,3857,-0.32,       NaN,-0.9,-1.32,-2
77,2016,10,28,20,53,1.738,484535,6023122,3868,-0.18,       NaN,-0.76,-1.48,-1.69
78,2016,10,28,21,1,17.29,484571,6023001,3583,0.04,       NaN,-0.54,-0.64,-1.31
79,2016,10,28,21,31,16.716,484635,6023172,3873,0.06,       NaN,-0.52,-1.19,-1.28
80,2016,10,28,21,45,36.754,484646,6023161,3537,-0.02,       NaN,-0.6,-0.75,-1.52
81,2016,10,29,0,8,24.876,484551,6023006,3599,-0.18,       NaN,-0.76,-1.13,-1.74
82,2016,10,29,3,50,2.822,484466,6022986,3580,-0.09,       NaN,-0.67,-0.85,-1.54
83,2016,10,29,3,59,2.096,484535,6023172,4037,-0.08,-0.1,-0.64,-1.6,-1.51
84,2016,10,29,4,20,18.56,484571,6022991,3580,-0.07,       NaN,-0.65,-0.75,-1.5
85,2016,10,29,4,44,17.988,484624,6023071,3738,-0.08,       NaN,-0.66,-1.33,-1.48
86,2016,10,29,5,36,4.722,484476,6022986,3571,-0.31,       NaN,-0.89,-1.3,-1.94
87,2016,10,29,5,44,35.792,484481,6022991,3627,0.02,       NaN,-0.56,-0.66,-1.37
88,2016,10,29,5,59,29.866,484651,6023161,3568,0.04,       NaN,-0.54,-1.3,-1.34
89,2016,10,29,6,19,51.038,484481,6022991,3562,0.05,       NaN,-0.53,-0.71,-1.39
90,2016,10,29,7,33,20.396,484635,6023122,2724,0,       NaN,-0.58,-1.45,-1.39
91,2016,10,29,8,12,4.22,484476,6022981,3575,-0.22,-0.04,-0.91,-1.22,-1.96
92,2016,10,29,8,12,55.53,484534,6023142,4004,-0.02,       NaN,-0.6,-1.42,-1.46
93,2016,10,29,8,33,56.396,484481,6022991,3589,0.3,0.33,-0.32,-0.27,-0.98
94,2016,10,29,8,34,25.012,484516,6022951,3523,-0.15,-0.01,-0.81,-1.02,-1.64
95,2016,10,29,8,54,55.69,484511,6023085,3777,0.16,-0.01,-0.3,-1.39,-0.96
96,2016,10,29,9,30,45.842,484561,6023011,3584,0.12,       NaN,-0.46,-0.52,-1.23
97,2016,10,29,9,45,46.42,484481,6022991,3593,-0.05,0.03,-0.68,-0.92,-1.58
98,2016,10,29,10,11,18.1,484536,6022971,3570,0.25,       NaN,-0.33,-0.28,-1
99,2016,10,29,10,25,17.39,484535,6023072,3733,0.25,       NaN,-0.33,-1.38,-0.98
100,2016,10,29,10,25,40.742,484476,6022996,3572,0,       NaN,-0.58,-0.67,-1.38
101,2016,10,29,11,34,15.564,484615,6022960,3487,-0.04,       NaN,-0.62,-0.74,-1.45
102,2016,10,29,11,44,15.272,484635,6023122,3819,-0.01,       NaN,-0.59,-1.54,-1.41
103,2016,10,29,12,44,10.006,484476,6022996,3604,0.08,0.12,-0.55,-0.64,-1.35
104,2016,10,29,13,37,21.674,484476,6022996,3599,-0.1,       NaN,-0.68,-0.86,-1.55
105,2016,10,29,14,11,40.384,484476,6022996,3588,-0.12,-0.02,-0.75,-0.98,-1.68
106,2016,10,29,15,3,39.676,484535,6023122,3933,-0.17,       NaN,-0.75,-1.36,-1.64
107,2016,10,29,15,28,15.036,484481,6022991,3593,-0.03,       NaN,-0.61,-0.75,-1.43
108,2016,10,29,15,29,17.616,484476,6022996,3569,0.08,       NaN,-0.5,-0.61,-1.3
109,2016,10,29,16,38,47.774,484576,6023001,3572,-0.05,       NaN,-0.63,-0.79,-1.5
110,2016,10,29,16,54,47.202,484621,6023077,3653,-0.04,       NaN,-0.62,-1.32,-1.48
111,2016,10,29,17,2,1.744,484476,6022996,3587,0.23,0.29,-0.43,-0.33,-1.11
112,2016,10,29,17,21,12.27,484685,6023072,2828,-0.26,       NaN,-0.84,-1.15,-1.83
113,2016,10,29,18,17,17.242,484451,6022982,3542,0.01,       NaN,-0.57,-0.77,-1.41
114,2016,10,29,18,51,27.432,484466,6023011,3688,-0.16,0,-0.84,-1.16,-1.85
115,2016,10,29,19,41,41.536,484561,6023006,3618,0.1,0.15,-0.54,-0.64,-1.34
116,2016,10,29,20,8,13.918,484466,6022996,3551,0.07,       NaN,-0.51,-0.64,-1.29
117,2016,10,29,20,43,17.756,484531,6022966,3514,-0.09,       NaN,-0.67,-0.79,-1.52
118,2016,10,29,21,4,17.324,484535,6023172,4040,-0.06,       NaN,-0.64,-1.26,-1.47
119,2016,10,29,21,4,39.86,484486,6022996,3558,-0.18,       NaN,-0.76,-1.01,-1.73
120,2016,10,29,21,48,33.81,484476,6022996,3571,0.03,       NaN,-0.55,-0.62,-1.31
121,2016,10,29,21,51,33.102,484535,6023122,3864,0.06,       NaN,-0.52,-1.29,-1.29
122,2016,10,29,22,6,10.566,484566,6023021,3592,-0.3,       NaN,-0.88,-1.09,-1.93
123,2016,10,29,22,49,43.81,484486,6023021,3613,0.04,       NaN,-0.54,-0.63,-1.37
124,2016,10,29,23,29,3.778,484476,6023001,3563,0.26,       NaN,-0.32,-0.35,-1
125,2016,10,29,23,29,43.12,484534,6023130,3803,0.05,       NaN,-0.53,-1.26,-1.35
126,2016,10,29,23,35,3.584,484535,6023072,3693,0.17,0.04,-0.31,-1.23,-0.99
127,2016,10,30,3,7,39.53,484461,6022976,3543,0.13,       NaN,-0.45,-0.49,-1.22
128,2016,10,30,3,45,39.562,484546,6023011,3544,-0.13,       NaN,-0.71,-0.97,-1.65
129,2016,10,30,4,8,3.966,484416,6022922,3463,-0.15,       NaN,-0.73,-1.03,-1.69
130,2016,10,30,5,6,49.616,484486,6023011,3629,0.06,       NaN,-0.52,-0.77,-1.4
131,2016,10,30,7,3,29.478,484486,6023021,3575,-0.2,       NaN,-0.78,-1.07,-1.74
132,2016,10,30,7,12,6.734,484496,6023041,3556,-0.15,       NaN,-0.73,-0.98,-1.67
133,2016,10,30,7,59,26.1,484616,6023116,3585,-0.18,       NaN,-0.76,-1.52,-1.69
134,2016,10,30,8,40,0.112,484585,6023172,3939,-0.1,       NaN,-0.68,-1.46,-1.6
135,2016,10,30,8,40,32.296,484486,6023016,3618,0,       NaN,-0.58,-0.67,-1.38
136,2016,10,30,9,30,43.024,484535,6023122,3774,0.09,       NaN,-0.49,-1.41,-1.27
137,2016,10,30,9,40,51.346,484466,6023006,3572,0.06,0.1,-0.54,-0.68,-1.34
138,2016,10,30,9,50,51.152,484510,6023065,3688,0.05,       NaN,-0.53,-1.5,-1.32
139,2016,10,30,10,44,47.62,484635,6023172,3883,-0.29,       NaN,-0.87,-1.45,-1.91
140,2016,10,30,11,25,47.128,484486,6023021,3562,0.09,       NaN,-0.49,-0.63,-1.3
141,2016,10,30,13,20,52.12,484466,6022996,3541,0.16,       NaN,-0.42,-0.5,-1.16
142,2016,10,30,14,48,43.462,484486,6023011,3619,-0.11,-0.04,-0.74,-0.88,-1.61
143,2016,10,30,14,49,42.756,484535,6023172,3997,-0.14,       NaN,-0.72,-1.43,-1.56
144,2016,10,30,14,49,55.242,484476,6022996,3560,0.06,       NaN,-0.52,-0.55,-1.26
145,2016,10,30,14,56,38.294,484481,6022976,3573,-0.08,       NaN,-0.66,-0.8,-1.49
146,2016,10,30,15,23,52.526,484625,6022995,3538,-0.25,       NaN,-0.83,-1.12,-1.79
147,2016,10,30,16,19,44.608,484490,6023068,3028,-0.16,-0.11,-0.76,-1.02,-1.62
148,2016,10,30,16,21,46.306,484572,6023181,2067,-0.4,       NaN,-0.98,-1.36,-2.07
149,2016,10,30,17,14,46.838,484556,6023006,3507,-0.14,       NaN,-0.72,-0.92,-1.62
150,2016,10,30,18,36,17.918,484486,6023021,3536,-0.14,       NaN,-0.72,-0.95,-1.66
151,2016,10,30,18,36,40.084,484481,6023016,3566,-0.16,       NaN,-0.74,-1.01,-1.71
152,2016,10,30,20,10,1.126,484630,6022990,3430,-0.14,       NaN,-0.72,-1.01,-1.73
153,2016,10,30,21,5,51.57,484456,6022996,3603,-0.19,       NaN,-0.77,-1.01,-1.75
154,2016,10,30,21,6,0.796,484501,6023026,3627,-0.17,       NaN,-0.75,-1.02,-1.69
155,2016,10,30,21,6,8.416,484466,6023006,3593,-0.2,       NaN,-0.78,-1.04,-1.72
156,2016,10,30,22,19,0.848,484639,6023129,4181,0.17,       NaN,-0.41,-0.47,-1.17
157,2016,10,30,23,2,0.322,484535,6023122,3749,0.13,       NaN,-0.45,-1.34,-1.2
158,2016,10,31,1,27,36.386,484486,6023026,3643,-0.16,-0.08,-0.79,-0.99,-1.73
159,2016,10,31,1,48,6.654,484635,6023172,4039,-0.3,       NaN,-0.88,-1.5,-1.9
160,2016,10,31,2,0,43.758,484481,6023036,3599,-0.2,-0.28,-0.75,-1.26,-1.68
161,2016,10,31,2,29,30.182,484486,6023036,3592,-0.06,0,-0.69,-0.85,-1.6
162,2016,10,31,2,37,58.02,484561,6023001,3541,-0.23,       NaN,-0.81,-1.05,-1.73
163,2016,10,31,2,54,33.768,484486,6023001,3553,-0.15,       NaN,-0.73,-0.87,-1.62
164,2016,10,31,2,55,11.784,484476,6023021,3549,-0.27,       NaN,-0.85,-1.03,-1.82
165,2016,10,31,3,29,39.362,484536,6022986,3525,-0.13,       NaN,-0.71,-0.9,-1.63
166,2016,10,31,8,44,7.454,484476,6023011,3574,-0.1,       NaN,-0.68,-0.75,-1.54
167,2016,10,31,9,0,7.128,484535,6023122,3739,-0.08,       NaN,-0.66,-2.66,-1.52
168,2016,10,31,16,24,13.68,484481,6023016,3582,-0.16,-0.03,-0.82,-1.12,-1.77
169,2016,10,31,19,7,53.378,484561,6023001,3554,-0.14,       NaN,-0.72,-0.92,-1.61
170,2016,10,31,19,31,38.638,484496,6023011,3567,-0.14,       NaN,-0.72,-0.97,-1.65
171,2016,10,31,19,32,33.85,484486,6023021,3562,0.22,       NaN,-0.36,-0.41,-1.08
172,2016,10,31,19,32,38.312,484535,6023172,3819,-0.12,       NaN,-0.7,-0.39,-1.63
173,2016,10,31,20,24,33.522,484535,6023122,3704,0.22,       NaN,-0.36,-1.39,-1.06
174,2016,10,31,23,32,29.548,484486,6023011,3566,0.17,       NaN,-0.41,-0.47,-1.17
175,2016,11,1,1,14,6.474,484385,6022472,3540,0.35,0.11,-0.03,-1.13,-0.59
176,2016,11,1,1,44,10.218,484135,6022372,3424,-0.21,-0.32,-0.75,-1.49,-1.68
177,2016,11,1,2,21,7.808,484135,6022372,3883,0.52,       NaN,-0.06,-1.43,-0.65
178,2016,11,1,4,42,48.078,484135,6022372,3889,0.22,-0.03,-0.2,-1.43,-0.84
179,2016,11,1,7,44,30.648,484003,6022274,3818,-0.18,       NaN,-0.76,-1.12,-1.75
180,2016,11,1,7,52,30.4,484085,6022222,3917,-0.05,0.12,-0.77,-1.26,-1.74
181,2016,11,1,9,5,24.89,484038,6022274,3479,0.02,0.08,-0.61,-0.86,-1.47
182,2016,11,1,9,12,24.41,484135,6022272,3499,-0.03,       NaN,-0.61,-1.24,-1.47
183,2016,11,1,9,15,25.268,484098,6022239,3369,0.12,       NaN,-0.46,-0.69,-1.24
184,2016,11,1,9,24,29.42,484098,6022239,3383,0.11,       NaN,-0.47,-0.66,-1.22
185,2016,11,1,9,28,29.398,484035,6022222,3743,0.13,       NaN,-0.45,-1.15,-1.2
186,2016,11,1,9,36,43.562,484028,6022249,3517,0.1,       NaN,-0.48,-0.68,-1.27
187,2016,11,1,9,42,44.99,484066,6022265,3395,0.06,0.17,-0.62,-0.86,-1.53
188,2016,11,1,9,43,25.418,484102,6022273,3303,0.04,       NaN,-0.54,-0.77,-1.4
189,2016,11,1,9,45,22.714,484088,6022224,3302,0.26,       NaN,-0.32,-0.45,-1
190,2016,11,1,9,50,22.694,484035,6022272,3546,0.17,0.04,-0.3,-0.87,-0.98
191,2016,11,1,10,1,28.498,484093,6022229,3398,0.08,       NaN,-0.5,-0.63,-1.33
192,2016,11,1,10,7,13.846,484063,6022199,3240,-0.04,       NaN,-0.62,-0.92,-1.49
193,2016,11,1,10,9,29.606,484078,6022229,3359,0.02,0.09,-0.6,-0.84,-1.52
194,2016,11,1,10,22,2.836,484033,6022259,5017,0.1,       NaN,-0.48,-0.59,-1.24
195,2016,11,1,10,28,2.676,484085,6022222,3529,0.03,       NaN,-0.55,-1.33,-1.36
196,2016,11,1,10,28,31.664,484088,6022239,3344,0.23,       NaN,-0.35,-0.44,-1.09
197,2016,11,1,10,37,53.174,484038,6022274,3491,-0.05,       NaN,-0.63,-0.79,-1.5
198,2016,11,1,10,41,34.586,484028,6022224,3536,-0.01,0.19,-0.8,-1.15,-1.82
199,2016,11,1,10,48,3.62,484028,6022264,3490,0.32,       NaN,-0.26,-0.37,-0.93
200,2016,11,1,10,49,3.456,484085,6022222,3527,0.32,       NaN,-0.26,-1.18,-0.93
201,2016,11,1,10,57,17.198,484013,6022239,3528,-0.02,       NaN,-0.6,-0.85,-1.48
202,2016,11,1,11,3,54.142,484127,6022248,3403,0.23,       NaN,-0.35,-0.45,-1.14
203,2016,11,1,11,7,31.65,484093,6022224,3354,0.14,       NaN,-0.44,-0.59,-1.25
204,2016,11,1,11,7,54.12,484135,6022222,3653,0.16,0.05,-0.33,-1.21,-1.12
205,2016,11,1,11,14,7.828,484088,6022214,3395,0.07,       NaN,-0.51,-0.75,-1.3
206,2016,11,1,11,17,7.806,484085,6022222,3488,0.08,       NaN,-0.5,-1.23,-1.29
207,2016,11,1,11,29,11.306,484083,6022219,3423,0.03,       NaN,-0.55,-0.77,-1.42
208,2016,11,1,11,44,56.448,484103,6022239,3338,0.31,       NaN,-0.27,-0.34,-0.95
209,2016,11,1,11,54,52.35,484038,6022264,3150,-0.15,       NaN,-0.73,-1.01,-1.75
210,2016,11,1,11,54,56.426,484085,6022222,3561,0.32,       NaN,-0.26,-1,-0.93
211,2016,11,1,11,59,16.518,484028,6022239,3519,0.06,       NaN,-0.52,-1.09,-1.34
212,2016,11,1,12,3,16.362,484050,6022219,3683,0.07,       NaN,-0.51,-1.06,-1.33
213,2016,11,1,12,12,4.208,484063,6022174,3410,-0.13,       NaN,-0.71,-0.98,-1.69
214,2016,11,1,12,14,50.96,484038,6022264,3438,0.27,0.33,-0.39,-0.44,-1.11
215,2016,11,1,12,16,38.22,484073,6022190,3500,-0.01,       NaN,-0.59,-0.78,-1.47
216,2016,11,1,12,16,50.712,484085,6022272,3518,0.14,0.09,-0.39,-1.25,-1.1
217,2016,11,1,12,20,0.3,484063,6022165,3355,-0.11,       NaN,-0.69,-0.87,-1.61
218,2016,11,1,12,20,38.35,484035,6022172,3504,-0.01,       NaN,-0.59,-1.26,-1.48
219,2016,11,1,12,24,32.292,484058,6022164,3398,-0.09,       NaN,-0.67,-0.88,-1.62
220,2016,11,1,12,26,23.696,484068,6022165,3458,-0.08,       NaN,-0.66,-0.92,-1.61
221,2016,11,1,12,26,32.368,483985,6022122,3912,-0.07,       NaN,-0.65,-1.09,-1.56
222,2016,11,1,12,30,47.548,483985,6022122,3780,0.02,0.2,-0.75,-0.58,-1.74
223,2016,11,1,12,30,52.896,484103,6022249,3388,0.16,       NaN,-0.42,-0.56,-1.16
224,2016,11,1,12,31,43.784,483983,6022224,4277,-0.2,       NaN,-0.78,-1.13,-1.86
225,2016,11,1,12,32,16.198,484063,6022155,3424,-0.01,       NaN,-0.59,-0.74,-1.44
226,2016,11,1,12,32,52.874,484085,6022222,3662,0.17,       NaN,-0.41,-1.36,-1.14
227,2016,11,1,12,35,43.742,484063,6022174,3418,-0.03,       NaN,-0.61,-0.74,-1.47
228,2016,11,1,12,36,24.682,484063,6022154,3233,-0.17,       NaN,-0.75,-1.04,-1.74
229,2016,11,1,12,36,43.798,484085,6022172,3492,-0.02,       NaN,-0.6,-1.44,-1.46
230,2016,11,1,12,37,39.702,484053,6022359,3757,-0.21,       NaN,-0.79,-1.05,-1.81
231,2016,11,1,12,40,28.2,484107,6022243,3328,-0.27,       NaN,-0.85,-1.14,-1.8
232,2016,11,1,12,40,39.206,484053,6022175,3379,-0.2,       NaN,-0.78,-1.06,-1.77
233,2016,11,1,12,44,24.27,484005,6022169,3504,-0.27,       NaN,-0.85,-1.16,-1.88
234,2016,11,1,12,48,0.68,484008,6022244,3363,-0.05,0.07,-0.72,-1.07,-1.62
235,2016,11,1,13,1,44.358,484058,6022160,3388,-0.08,       NaN,-0.66,-0.9,-1.63
236,2016,11,1,13,17,41.944,483985,6022172,3670,-0.24,       NaN,-0.82,-1.17,-1.85
237,2016,11,1,13,18,47.326,484043,6022274,3484,-0.21,       NaN,-0.79,-1.13,-1.75
238,2016,11,1,13,22,35.254,484063,6022160,3419,-0.14,       NaN,-0.72,-0.94,-1.69
239,2016,11,1,13,24,0.09,484068,6022189,3398,-0.25,       NaN,-0.83,-1.16,-1.88
240,2016,11,1,13,24,14.314,484083,6022189,3384,-0.33,       NaN,-0.91,-1.27,-2.01
241,2016,11,1,13,24,52.022,484073,6022189,3463,-0.14,       NaN,-0.72,-1,-1.63
242,2016,11,1,13,26,18.006,484028,6022279,3473,-0.21,       NaN,-0.79,-1.17,-1.78
243,2016,11,1,13,30,18.006,484028,6022254,3504,-0.02,       NaN,-0.6,-0.84,-1.44
244,2016,11,1,13,31,19.066,484078,6022164,3419,-0.04,       NaN,-0.62,-0.82,-1.51
245,2016,11,1,13,34,48.522,484078,6022184,3429,-0.26,       NaN,-0.84,-1.1,-1.88
246,2016,11,1,13,35,29.67,484023,6022215,3469,-0.26,       NaN,-0.84,-1.13,-1.87
247,2016,11,1,13,36,2.502,484028,6022239,3467,0.06,       NaN,-0.52,-0.68,-1.28
248,2016,11,1,13,37,9.726,484058,6022145,3419,-0.24,       NaN,-0.82,-1.11,-1.83
249,2016,11,1,13,42,43.092,484068,6022199,3364,-0.32,       NaN,-0.9,-1.34,-1.99
250,2016,11,1,13,53,23.696,484088,6022209,4929,-0.04,       NaN,-0.62,-0.86,-1.47
251,2016,11,1,13,55,33.45,484103,6022199,3330,-0.23,       NaN,-0.81,-1.29,-1.91
252,2016,11,1,13,56,6.172,484150,6022069,3283,-0.04,0.07,-0.71,-0.96,-1.65
253,2016,11,1,13,57,5.742,484085,6022172,3513,-0.11,       NaN,-0.69,-1.4,-1.63
254,2016,11,1,13,57,31.302,484078,6022199,3422,0.02,       NaN,-0.56,-0.71,-1.39
255,2016,11,1,13,57,38.81,484088,6022239,3369,-0.02,       NaN,-0.6,-0.71,-1.46
256,2016,11,1,13,58,13.232,484068,6022224,3399,-0.14,       NaN,-0.72,-1.02,-1.65
257,2016,11,1,13,58,38.786,484035,6022272,3429,-0.01,       NaN,-0.59,-1.42,-1.46
258,2016,11,1,13,59,43.748,484028,6022249,3638,-0.36,       NaN,-0.94,-2.3,-2
259,2016,11,1,14,0,32.158,484068,6022164,3350,-0.3,       NaN,-0.88,-1.83,-1.95
260,2016,11,1,14,0,57.762,484023,6022215,3453,-0.31,       NaN,-0.89,-1.35,-1.91
261,2016,11,1,14,2,59.222,484011,6022102,3254,-0.26,-0.21,-0.85,-1.19,-1.87
262,2016,11,1,14,4,25.116,484093,6022224,3345,0.39,0.41,-0.21,-0.23,-0.86
263,2016,11,1,14,5,30.574,484058,6022184,3329,-0.41,       NaN,-0.99,-1.44,-2.15
264,2016,11,1,14,6,25.094,484085,6022222,3524,0.38,       NaN,-0.2,-1.38,-0.84
265,2016,11,1,14,7,36.2,484018,6022234,3496,-0.43,       NaN,-1.01,-1.36,-2.15
266,2016,11,1,14,8,48.122,484018,6022249,3598,-0.13,0.02,-0.82,-1.09,-1.77
267,2016,11,1,14,11,1.51,484063,6022185,3403,-0.26,       NaN,-0.84,-1.15,-1.85
268,2016,11,1,14,11,20.45,484028,6022210,3503,-0.14,       NaN,-0.72,-0.92,-1.66
269,2016,11,1,14,11,24.368,484063,6022199,3434,-0.12,       NaN,-0.7,-0.93,-1.61
270,2016,11,1,14,11,48.01,484035,6022222,3792,-0.22,       NaN,-0.8,-1.34,-1.76
