EventID,Year,Month,Day,Hour,minute,second,Easting (m),Northing (m),TVD (m),MW,MWBB,MWg,MLBB,MLg
658,2016,11,3,9,26,27.426,484362,6022349,3555,-0.02,       NaN,-0.6,-0.77,-1.49
659,2016,11,3,9,27,9.086,484326,6022313,3531,0.33,       NaN,-0.25,-0.27,-0.92
660,2016,11,3,9,30,4.566,484371,6022253,3443,-0.04,0.12,-0.75,-1.02,-1.81
661,2016,11,3,9,30,12.884,484357,6022229,3344,-0.02,       NaN,-0.6,-0.74,-1.49
662,2016,11,3,9,30,30.168,484357,6022229,3248,0.12,0.25,-0.61,-0.91,-1.59
663,2016,11,3,9,30,51.038,484317,6022214,4929,-0.12,       NaN,-0.7,-1.04,-1.78
664,2016,11,3,9,31,5.402,484326,6022313,3560,0.56,       NaN,-0.02,0.16,-0.56
665,2016,11,3,9,32,0.41,484362,6022239,3489,-0.03,0.2,-0.84,-1.1,-1.97
666,2016,11,3,9,32,41.966,484352,6022239,3414,0.08,       NaN,-0.5,-0.65,-1.29
667,2016,11,3,9,34,4.564,484347,6022349,3482,0.07,       NaN,-0.51,-0.65,-1.32
668,2016,11,3,9,34,37.192,484301,6022313,3579,-0.08,       NaN,-0.66,-0.94,-1.64
669,2016,11,3,9,35,16.466,484309,6022315,2579,-0.14,       NaN,-0.72,-1.09,-1.72
670,2016,11,3,9,35,25.018,484326,6022338,3509,0.18,       NaN,-0.4,-0.45,-1.1
671,2016,11,3,9,36,40.502,484367,6022234,3453,0.15,       NaN,-0.43,-0.6,-1.22
672,2016,11,3,9,37,29.996,484336,6022288,2609,-0.12,       NaN,-0.7,-0.64,-1.79
673,2016,11,3,9,37,36.906,484326,6022313,3539,0.68,       NaN,0.1,0.3,-0.37
674,2016,11,3,9,38,42.63,484356,6022268,3438,0.19,0.25,-0.45,-0.57,-1.27
675,2016,11,3,9,39,57.968,484362,6022229,3348,-0.06,       NaN,-0.64,-0.95,-1.65
676,2016,11,3,9,40,27.348,484361,6022263,3440,-0.03,       NaN,-0.61,-0.89,-1.57
677,2016,11,3,9,41,42.252,484376,6022273,3469,0.32,       NaN,-0.26,-0.13,-1.01
678,2016,11,3,9,42,32.936,484357,6022244,3463,0.17,0.26,-0.52,-0.68,-1.39
679,2016,11,3,9,43,58.938,484342,6022239,3265,-0.06,       NaN,-0.64,-0.83,-1.56
680,2016,11,3,9,44,38.484,484385,6022272,4928,-0.01,       NaN,-0.59,-0.76,-1.55
681,2016,11,3,9,45,7.478,484336,6022338,3587,0.26,       NaN,-0.32,-0.32,-1.03
682,2016,11,3,9,45,40.57,484381,6022293,3447,0.54,       NaN,-0.04,0.1,-0.6
683,2016,11,3,9,45,56.638,484397,6022189,3372,-0.07,       NaN,-0.65,-0.95,-1.6
684,2016,11,3,9,46,38.634,484361,6022263,3389,0.07,0.13,-0.56,-0.8,-1.43
685,2016,11,3,9,46,57.202,484351,6022258,3369,-0.01,       NaN,-0.59,-0.79,-1.49
686,2016,11,3,9,47,46.248,484361,6022263,3449,-0.09,       NaN,-0.67,-0.93,-1.58
687,2016,11,3,9,48,5.442,484371,6022293,3415,-0.1,       NaN,-0.68,-0.99,-1.73
688,2016,11,3,9,49,22.446,484371,6022263,3434,-0.07,       NaN,-0.65,-0.9,-1.62
689,2016,11,3,9,49,27.768,484385,6022272,3914,-0.06,       NaN,-0.64,-0.88,-1.62
690,2016,11,3,9,49,50.584,484326,6022313,3530,0.59,       NaN,0.01,0.16,-0.52
691,2016,11,3,9,50,29.356,484337,6022234,3424,-0.17,-0.11,-0.78,-1.16,-1.91
692,2016,11,3,9,50,42.012,484366,6022273,3359,0.01,       NaN,-0.57,-0.74,-1.42
693,2016,11,3,9,51,41.186,484352,6022229,3440,-0.06,       NaN,-0.64,-0.86,-1.54
694,2016,11,3,9,52,49.024,484376,6022278,3449,-0.03,0.11,-0.72,-1.09,-1.8
695,2016,11,3,9,52,55.692,484352,6022234,3393,0.16,0.2,-0.46,-0.6,-1.26
696,2016,11,3,9,53,34.45,484366,6022273,3443,-0.01,       NaN,-0.59,-0.74,-1.48
697,2016,11,3,9,54,17.46,484381,6022293,3375,0.47,       NaN,-0.11,0.01,-0.74
698,2016,11,3,9,55,7.564,484361,6022248,3434,-0.1,       NaN,-0.68,-0.8,-1.52
699,2016,11,3,9,55,23.882,484352,6022249,3379,-0.13,       NaN,-0.71,-0.93,-1.7
700,2016,11,3,9,55,46.8,484314,6022231,3353,-0.07,       NaN,-0.65,-0.88,-1.6
701,2016,11,3,9,56,29.812,484326,6022328,3527,-0.16,       NaN,-0.74,-0.91,-1.7
702,2016,11,3,9,56,47.262,484381,6022293,3434,-0.17,       NaN,-0.75,-1.02,-1.78
703,2016,11,3,9,57,8.978,484342,6022239,3319,0.12,       NaN,-0.46,-0.55,-1.22
704,2016,11,3,9,57,54.886,484376,6022278,3375,0.24,       NaN,-0.34,-0.4,-1.09
705,2016,11,3,9,58,53.572,484347,6022224,3383,0.15,       NaN,-0.43,-0.6,-1.19
706,2016,11,3,9,59,5.696,484326,6022333,3516,0.67,       NaN,0.09,0.11,-0.39
707,2016,11,3,10,1,23.078,484336,6022338,3539,-0.08,       NaN,-0.66,-0.8,-1.55
708,2016,11,3,10,2,18.74,484361,6022273,3420,-0.07,0.14,-0.85,-0.74,-1.92
709,2016,11,3,10,2,23.818,484371,6022283,3450,-0.04,       NaN,-0.62,-0.74,-1.5
710,2016,11,3,10,3,11.776,484352,6022229,3364,0.31,       NaN,-0.27,-0.29,-1
711,2016,11,3,10,3,36.476,484351,6022313,3310,-0.22,       NaN,-0.8,-1.12,-1.86
712,2016,11,3,10,4,0.216,484362,6022214,3443,-0.12,       NaN,-0.7,-0.92,-1.63
713,2016,11,3,10,4,27.294,484366,6022253,3364,-0.18,       NaN,-0.76,-1.14,-1.81
714,2016,11,3,10,5,37.378,484316,6022303,3546,0.46,       NaN,-0.12,-0.01,-0.71
715,2016,11,3,10,6,7.924,484342,6022224,3409,-0.02,       NaN,-0.6,-0.84,-1.52
716,2016,11,3,10,8,17.124,484352,6022234,3439,-0.01,       NaN,-0.59,-0.8,-1.43
717,2016,11,3,10,8,59.256,484360,6022302,3510,0.66,       NaN,0.08,0.31,-0.43
718,2016,11,3,10,12,43.978,484347,6022214,3373,0.29,0.36,-0.41,-0.47,-1.23
719,2016,11,3,10,13,11.524,484356,6022268,3410,-0.15,       NaN,-0.73,-1.03,-1.74
720,2016,11,3,10,14,27.97,484326,6022348,3548,0.09,0.24,-0.65,-0.88,-1.6
721,2016,11,3,10,14,57.204,484331,6022318,3525,0.42,       NaN,-0.16,-0.09,-0.77
722,2016,11,3,10,15,33.246,484374,6022322,4704,0.16,0.27,-0.54,-0.63,-1.38
723,2016,11,3,10,16,3.218,484332,6022234,3368,0.08,0.2,-0.63,-0.86,-1.59
724,2016,11,3,10,18,47.058,484326,6022308,3535,0.65,0.68,-0.01,0.17,-0.56
725,2016,11,3,10,20,23.096,484352,6022239,3529,0.22,       NaN,-0.36,-0.39,-1.11
726,2016,11,3,10,22,10.92,484381,6022318,3483,0.44,       NaN,-0.14,-0.08,-0.77
727,2016,11,3,10,23,30.91,484391,6022273,3430,0.14,0.25,-0.57,-0.79,-1.45
728,2016,11,3,10,23,46.76,484361,6022238,3330,0.04,       NaN,-0.54,-0.79,-1.48
729,2016,11,3,10,25,55.356,484326,6022313,3524,0.02,       NaN,-0.56,-0.8,-1.47
730,2016,11,3,10,26,33.378,484332,6022234,3465,0.08,       NaN,-0.5,-0.73,-1.34
731,2016,11,3,10,27,45.744,484361,6022263,3563,-0.02,       NaN,-0.6,-1,-1.67
732,2016,11,3,10,30,2.592,484316,6022303,3563,0.36,       NaN,-0.22,-0.18,-0.9
733,2016,11,3,10,31,13.616,484285,6022272,3333,0.07,0.22,-0.67,-0.99,-1.77
734,2016,11,3,10,31,38.226,484376,6022283,3354,-0.09,       NaN,-0.67,-1,-1.79
735,2016,11,3,10,32,5.776,484342,6022224,3312,0.14,0.21,-0.52,-0.69,-1.36
736,2016,11,3,10,33,23.714,484336,6022333,3548,0.37,       NaN,-0.21,-0.12,-0.89
737,2016,11,3,10,36,57.63,484351,6022338,3523,0.15,       NaN,-0.43,-0.58,-1.26
738,2016,11,3,10,39,25.41,484331,6022318,3537,0.8,       NaN,0.22,0.55,-0.2
739,2016,11,3,10,40,0.216,484287,6022264,3535,0,       NaN,-0.58,-0.8,-1.59
740,2016,11,3,10,41,36.56,484366,6022273,3415,-0.11,       NaN,-0.69,-0.92,-1.73
741,2016,11,3,10,42,25.376,484352,6022239,3439,-0.05,       NaN,-0.63,-0.83,-1.55
742,2016,11,3,10,42,30.446,484361,6022283,3520,-0.11,       NaN,-0.69,-0.82,-1.7
743,2016,11,3,10,45,39.78,484381,6022293,3330,-0.17,       NaN,-0.75,-1.01,-1.79
744,2016,11,3,10,46,11.174,484352,6022324,2813,-0.18,       NaN,-0.76,-1.04,-1.74
745,2016,11,3,10,47,14.144,484371,6022333,3548,-0.2,       NaN,-0.78,-0.71,-1.82
746,2016,11,3,10,47,18.354,484336,6022333,3537,0.03,       NaN,-0.55,-0.71,-1.39
747,2016,11,3,10,47,47.446,484381,6022258,3506,0.06,0.22,-0.69,-0.76,-1.72
748,2016,11,3,10,49,44.67,484352,6022364,3532,-0.1,       NaN,-0.68,-0.94,-1.66
749,2016,11,3,10,50,7.344,484361,6022263,3433,-0.23,       NaN,-0.81,-0.97,-1.84
750,2016,11,3,10,52,23.782,484326,6022338,3588,0.11,       NaN,-0.47,-0.41,-1.27
751,2016,11,3,10,52,46.52,484352,6022364,3528,0,       NaN,-0.58,-0.8,-1.47
752,2016,11,3,10,53,9.086,484337,6022224,3413,0.02,       NaN,-0.56,-0.92,-1.57
753,2016,11,3,10,56,6.626,484376,6022288,3414,0.53,0.58,-0.18,-0.06,-0.84
754,2016,11,3,10,56,35.184,484371,6022273,3280,0.04,0.19,-0.68,-1,-1.7
755,2016,11,3,10,56,57.752,484414,6022334,2162,-0.19,       NaN,-0.77,-1.07,-1.77
756,2016,11,3,10,57,10.176,484362,6022224,3470,-0.03,       NaN,-0.61,-0.79,-1.54
757,2016,11,3,10,57,51.342,484331,6022318,3530,0.56,       NaN,-0.02,0.1,-0.58
758,2016,11,3,10,58,52.644,484311,6022313,3523,0.15,       NaN,-0.43,-0.67,-1.24
759,2016,11,3,11,2,1.644,484347,6022359,3520,0.14,0.22,-0.52,-0.74,-1.41
760,2016,11,3,11,3,4.552,484336,6022338,3527,0.1,0.2,-0.57,-0.77,-1.47
761,2016,11,3,11,3,10.798,484371,6022273,3393,0.11,0.26,-0.64,-0.79,-1.58
762,2016,11,3,11,4,37.812,484361,6022338,2134,-0.04,0.17,-0.82,-0.87,-1.92
763,2016,11,3,11,4,41.07,484351,6022348,4987,0.07,       NaN,-0.51,-0.64,-1.32
764,2016,11,3,11,5,56.396,484335,6022222,3450,0,0.05,-0.62,-0.98,-1.65
765,2016,11,3,11,7,25.168,484327,6022224,3339,0.02,       NaN,-0.56,-0.79,-1.48
766,2016,11,3,11,7,36.166,484406,6022358,3565,-0.04,       NaN,-0.62,-0.87,-1.63
767,2016,11,3,11,7,39.832,484385,6022272,4654,0.2,0.33,-0.55,-0.79,-1.62
768,2016,11,3,11,8,26.41,484326,6022333,3533,0.15,       NaN,-0.43,-0.47,-1.25
769,2016,11,3,11,9,16.23,484336,6022333,3543,0.19,       NaN,-0.39,-0.38,-1.11
770,2016,11,3,11,11,56.228,484336,6022338,3483,0.31,       NaN,-0.27,-0.3,-0.95
771,2016,11,3,11,13,11.868,484362,6022249,3449,0.1,       NaN,-0.48,-0.62,-1.36
772,2016,11,3,11,14,41.83,484326,6022303,3487,0.03,0.07,-0.59,-0.82,-1.61
773,2016,11,3,11,15,7.562,484376,6022278,3384,0.54,       NaN,-0.04,0.08,-0.6
774,2016,11,3,11,20,49.282,484342,6022199,3280,0.11,0.21,-0.58,-0.79,-1.47
775,2016,11,3,11,21,0.132,484325,6022272,3575,-0.05,       NaN,-0.63,-0.87,-1.58
776,2016,11,3,11,21,39.764,484311,6022338,3387,0.3,0.33,-0.31,-0.3,-1.02
777,2016,11,3,11,21,57.868,484336,6022308,3389,0.02,0.19,-0.73,-0.99,-1.77
778,2016,11,3,11,22,27.102,484332,6022299,4084,-0.05,0.1,-0.75,-1.05,-1.87
779,2016,11,3,11,23,39.26,484326,6022343,3597,-0.02,0.14,-0.75,-0.92,-1.83
780,2016,11,3,11,24,36.644,484381,6022288,3435,0,       NaN,-0.58,-0.86,-1.54
781,2016,11,3,11,26,6.148,484287,6022239,3539,-0.1,       NaN,-0.68,-0.96,-1.72
782,2016,11,3,11,26,36.616,484326,6022313,3507,-0.01,       NaN,-0.59,-0.79,-1.56
783,2016,11,3,11,28,6.148,484326,6022333,3557,-0.01,       NaN,-0.59,-0.79,-1.47
784,2016,11,3,11,28,14.146,484347,6022214,3409,0.1,0.18,-0.55,-0.73,-1.38
785,2016,11,3,11,28,50.926,484346,6022303,3536,0.1,0.19,-0.57,-0.71,-1.42
786,2016,11,3,11,29,11.844,484332,6022219,3565,-0.14,       NaN,-0.72,-0.73,-1.78
787,2016,11,3,11,29,15.362,484341,6022253,3398,0.04,       NaN,-0.54,-0.75,-1.44
788,2016,11,3,11,29,26.64,484331,6022333,3089,-0.13,       NaN,-0.71,-0.86,-1.76
789,2016,11,3,11,30,18.104,484361,6022273,3389,-0.04,       NaN,-0.62,-0.84,-1.56
790,2016,11,3,11,30,50.828,484352,6022384,5023,0,       NaN,-0.58,-0.72,-1.41
791,2016,11,3,11,31,34.21,484341,6022348,3534,0.18,       NaN,-0.4,-0.56,-1.17
792,2016,11,3,11,32,40.158,484327,6022204,3448,0.02,       NaN,-0.56,-0.77,-1.41
793,2016,11,3,11,33,5.506,484351,6022338,3543,-0.11,       NaN,-0.69,-1.12,-1.78
794,2016,11,3,11,34,25.908,484326,6022313,3523,0.72,0.73,0.08,0.37,-0.42
795,2016,11,3,11,34,29.828,484335,6022322,1984,0.56,0.69,-0.45,0.18,-1.46
796,2016,11,3,11,35,46.522,484396,6022278,3334,0.2,       NaN,-0.38,-0.52,-1.19
797,2016,11,3,11,39,22.436,484356,6022268,3359,0.04,       NaN,-0.54,-0.73,-1.43
798,2016,11,3,11,40,3.506,484321,6022313,3499,0.15,       NaN,-0.43,-0.63,-1.3
799,2016,11,3,11,40,45.882,484361,6022273,3334,0.42,       NaN,-0.16,-0.23,-0.91
800,2016,11,3,11,42,46.832,484327,6022209,3406,0.22,0.29,-0.45,-0.55,-1.3
801,2016,11,3,11,42,52.392,484361,6022273,3454,-0.03,       NaN,-0.61,-0.55,-1.56
802,2016,11,3,11,46,38.688,484325,6022236,2205,-0.09,       NaN,-0.67,-0.87,-1.61
803,2016,11,3,11,46,51.384,484360,6022317,3574,-0.03,       NaN,-0.61,-0.7,-1.54
804,2016,11,3,11,47,5.068,484316,6022298,3398,0.08,0.23,-0.66,-0.9,-1.66
805,2016,11,3,11,47,53.104,484316,6022323,3570,0.07,       NaN,-0.51,-0.7,-1.39
806,2016,11,3,11,48,29.426,484301,6022263,2869,0.02,       NaN,-0.56,-0.88,-1.57
807,2016,11,3,11,50,55.236,484331,6022343,3488,0.18,       NaN,-0.4,-0.57,-1.21
808,2016,11,3,11,52,8.122,484331,6022318,3547,0.14,       NaN,-0.44,-0.55,-1.24
809,2016,11,3,11,56,54.932,484352,6022204,3460,-0.05,       NaN,-0.63,-0.92,-1.63
810,2016,11,3,11,58,39.182,484382,6022294,3430,-0.1,       NaN,-0.68,-0.97,-1.66
811,2016,11,3,11,58,46.042,484337,6022214,3338,0,       NaN,-0.58,-0.83,-1.45
812,2016,11,3,11,59,21.494,484361,6022288,3399,0.26,0.15,-0.22,-0.65,-0.87
813,2016,11,3,12,1,4.696,484387,6022320,3523,-0.07,       NaN,-0.65,-1.04,-1.63
814,2016,11,3,12,3,50.844,484322,6022244,3431,0.11,0.28,-0.69,-0.81,-1.73
815,2016,11,3,12,4,14.432,484336,6022358,3531,0.2,       NaN,-0.38,-0.49,-1.13
816,2016,11,3,12,4,19.15,484386,6022278,3378,-0.01,       NaN,-0.59,-0.47,-1.59
817,2016,11,3,12,5,57.756,484337,6022189,3305,0,       NaN,-0.58,-0.78,-1.44
818,2016,11,3,12,6,27.972,484357,6022244,3384,-0.14,       NaN,-0.72,-0.99,-1.69
819,2016,11,3,12,6,34.728,484342,6022229,3438,0.01,0.18,-0.74,-0.91,-1.77
820,2016,11,3,12,9,30.396,484371,6022319,3222,0.04,       NaN,-0.54,-0.71,-1.4
821,2016,11,3,12,9,38.264,484385,6022272,1934,-0.2,       NaN,-0.78,-0.85,-1.89
822,2016,11,3,12,10,52.304,484336,6022338,3576,0.1,       NaN,-0.48,-0.66,-1.33
823,2016,11,3,12,11,1.478,484322,6022179,3323,0.13,       NaN,-0.45,-0.59,-1.24
824,2016,11,3,12,11,12.318,484336,6022303,3532,-0.06,       NaN,-0.64,-0.91,-1.6
825,2016,11,3,12,12,18.294,484377,6022224,3429,-0.12,       NaN,-0.7,-0.92,-1.68
826,2016,11,3,12,13,25.702,484352,6022349,3535,-0.06,       NaN,-0.64,-0.92,-1.57
827,2016,11,3,12,13,47.632,484362,6022249,3451,-0.1,       NaN,-0.68,-0.93,-1.68
828,2016,11,3,12,14,36.736,484406,6022315,3295,0.17,0.22,-0.46,-0.86,-1.36
829,2016,11,3,12,17,50.846,484347,6022364,3499,-0.01,       NaN,-0.59,-0.76,-1.45
830,2016,11,3,12,19,13.57,484331,6022338,3528,0.44,0.61,-0.59,0,-1.54
831,2016,11,3,12,19,18.718,484326,6022338,3545,0.48,       NaN,-0.1,0,-0.72
832,2016,11,3,12,19,47.568,484352,6022189,3400,0.13,       NaN,-0.45,-0.67,-1.33
833,2016,11,3,12,19,52.132,484351,6022263,1950,0.02,0.16,-0.69,-0.79,-1.72
834,2016,11,3,12,21,24.692,484326,6022323,2492,-0.16,       NaN,-0.74,-1,-1.87
835,2016,11,3,12,24,0.632,484352,6022209,3329,-0.22,       NaN,-0.8,-1.12,-1.88
836,2016,11,3,12,25,6.14,484326,6022328,3539,-0.07,0.09,-0.78,-1.05,-1.84
837,2016,11,3,12,25,19.738,484331,6022368,3546,-0.3,       NaN,-0.88,-1.15,-2
838,2016,11,3,12,30,32.27,484332,6022194,3365,-0.04,       NaN,-0.62,-0.81,-1.5
839,2016,11,3,12,30,59.252,484356,6022358,3525,0.18,0.26,-0.49,-0.62,-1.27
840,2016,11,3,12,31,26.766,484326,6022338,3553,-0.15,       NaN,-0.73,-0.92,-1.68
841,2016,11,3,12,33,6.012,484336,6022338,3531,-0.14,       NaN,-0.72,-0.94,-1.65
842,2016,11,3,12,33,15.336,484336,6022338,3584,-0.16,       NaN,-0.74,-0.83,-1.74
843,2016,11,3,12,33,57.302,484327,6022199,3320,-0.2,       NaN,-0.78,-0.96,-1.76
844,2016,11,3,12,34,23.738,484347,6022204,3454,-0.09,       NaN,-0.67,-0.91,-1.63
845,2016,11,3,12,36,1.552,484337,6022209,3383,0.29,0.37,-0.41,-0.55,-1.21
846,2016,11,3,12,38,12.754,484440,6022354,2113,-0.08,0.1,-0.81,-0.93,-1.9
847,2016,11,3,12,38,35.14,484381,6022293,3470,-0.06,       NaN,-0.64,-0.84,-1.53
848,2016,11,3,12,39,0.876,484336,6022338,3535,0.1,       NaN,-0.48,-0.54,-1.33
849,2016,11,3,12,39,34.714,484352,6022189,3435,-0.14,       NaN,-0.72,-0.85,-1.74
850,2016,11,3,12,40,57.23,484356,6022212,3348,0.13,       NaN,-0.45,-0.56,-1.26
851,2016,11,3,12,42,0.054,484287,6022224,3542,0.13,       NaN,-0.45,-0.59,-1.27
852,2016,11,3,12,43,29.152,484342,6022234,3479,-0.11,       NaN,-0.69,-1,-1.66
853,2016,11,3,12,43,55.422,484386,6022288,3420,-0.11,       NaN,-0.69,-0.89,-1.66
854,2016,11,3,12,44,6.56,484337,6022204,3375,-0.04,       NaN,-0.62,-0.77,-1.56
855,2016,11,3,12,44,46.238,484311,6022338,3539,-0.13,       NaN,-0.71,-1,-1.73
856,2016,11,3,12,48,47.094,484342,6022424,2865,0,0.2,-0.79,-0.77,-1.87
857,2016,11,3,12,49,22.2,484396,6022273,3365,0.08,0.23,-0.66,-0.53,-1.66
858,2016,11,3,12,49,45.59,484337,6022214,3420,0.01,       NaN,-0.57,-0.78,-1.45
859,2016,11,3,12,51,10.722,484336,6022303,3512,-0.07,       NaN,-0.65,-0.94,-1.67
860,2016,11,3,12,51,23.372,484352,6022229,3278,-0.12,       NaN,-0.7,-0.93,-1.73
861,2016,11,3,12,52,22.144,484366,6022288,3500,0.06,       NaN,-0.52,-0.65,-1.38
862,2016,11,3,12,54,39.652,484351,6022313,3463,-0.2,       NaN,NaN,-0.18,-0.87
863,2016,11,3,12,56,28.122,484337,6022214,3476,-0.02,       NaN,-0.6,-0.67,-1.54
864,2016,11,3,12,59,23.222,484352,6022199,3488,0.21,0.1,-0.28,-0.76,-1.07
865,2016,11,3,13,1,5.682,484343,6022209,3315,0.05,0.2,-0.69,-1.02,-1.76
866,2016,11,3,13,1,40.826,484335,6022222,2942,-0.2,       NaN,-0.78,-1.11,-1.85
867,2016,11,3,13,2,45.048,484315,6022162,3168,-0.01,       NaN,-0.59,-0.74,-1.55
868,2016,11,3,13,2,51.56,484390,6022374,4988,-0.01,       NaN,-0.59,-0.67,-1.57
869,2016,11,3,13,5,32.378,484362,6022359,3533,0.12,       NaN,-0.46,-0.63,-1.27
870,2016,11,3,13,6,26.284,484337,6022199,3308,-0.06,       NaN,-0.64,-0.81,-1.65
871,2016,11,3,13,6,38.55,484421,6022268,3173,-0.18,       NaN,-0.76,-0.87,-1.79
872,2016,11,3,13,7,14.612,484311,6022338,3484,-0.18,       NaN,-0.76,-1.02,-1.82
873,2016,11,3,13,9,24.598,484342,6022224,3480,0.01,       NaN,-0.57,-0.71,-1.43
874,2016,11,3,13,10,47.524,484331,6022318,3468,0.15,       NaN,-0.43,-0.52,-1.2
875,2016,11,3,13,15,2.264,484386,6022273,3359,0.01,       NaN,-0.57,-0.58,-1.48
876,2016,11,3,13,16,16.666,484357,6022219,3489,0.04,0.2,-0.7,-0.94,-1.76
877,2016,11,3,13,16,27.122,484356,6022333,3488,0.1,0.21,-0.6,-0.84,-1.53
878,2016,11,3,13,16,53.766,484352,6022224,3248,-0.18,       NaN,-0.76,-0.75,-1.85
879,2016,11,3,13,17,6.004,484267,6022239,3523,-0.07,       NaN,-0.65,-0.86,-1.61
880,2016,11,3,13,18,38.552,484327,6022164,3300,0.08,0.21,-0.63,-0.84,-1.6
881,2016,11,3,13,20,37.048,484362,6022199,3439,-0.09,       NaN,-0.67,-0.92,-1.65
882,2016,11,3,13,22,52.534,484326,6022313,3494,-0.03,       NaN,-0.61,-0.74,-1.51
883,2016,11,3,13,23,47.012,484347,6022214,3458,-0.08,       NaN,-0.66,-0.88,-1.63
884,2016,11,3,13,24,56.696,484342,6022249,3469,-0.12,       NaN,-0.7,-0.99,-1.67
885,2016,11,3,13,26,1.134,484341,6022248,3434,0.02,       NaN,-0.56,-0.66,-1.39
886,2016,11,3,13,26,43.196,484336,6022348,3489,0.14,       NaN,-0.44,-0.55,-1.22
887,2016,11,3,13,27,42.224,484316,6022323,3581,-0.12,       NaN,-0.7,-0.91,-1.65
888,2016,11,3,13,28,46.722,484417,6022423,3649,-0.24,       NaN,-0.82,-1.04,-1.9
889,2016,11,3,13,30,47.78,484326,6022338,3558,0.19,       NaN,-0.39,-0.44,-1.12
890,2016,11,3,13,31,11.004,484336,6022323,3549,0.2,       NaN,-0.38,-0.37,-1.11
891,2016,11,3,13,31,34.482,484332,6022219,3459,-0.06,       NaN,-0.64,-0.9,-1.56
892,2016,11,3,13,35,7.022,484351,6022348,3496,0.15,       NaN,-0.43,-0.54,-1.18
893,2016,11,3,13,36,2.694,484362,6022274,3285,-0.23,       NaN,-0.81,-0.93,-1.85
894,2016,11,3,13,37,27.144,484346,6022348,3633,0.14,0.39,-0.83,-0.41,-1.88
895,2016,11,3,13,38,11.484,484306,6022323,3488,-0.37,       NaN,-0.95,-1.06,-2.02
896,2016,11,3,13,39,20.386,484396,6022298,3403,0.16,       NaN,-0.42,-0.46,-1.16
897,2016,11,3,13,39,32.166,484331,6022343,3545,-0.15,       NaN,-0.73,-0.82,-1.63
898,2016,11,3,13,40,54.288,484341,6022278,3420,-0.16,0.05,-0.9,-1.15,-2.12
899,2016,11,3,13,42,41.858,484377,6022384,3653,-0.35,       NaN,-0.93,-1.1,-2.14
900,2016,11,3,13,43,27.792,484327,6022234,3444,-0.12,0.12,-0.9,-0.97,-1.98
901,2016,11,3,13,44,12.09,484326,6022298,3548,-0.04,0.08,-0.72,-0.83,-1.61
902,2016,11,3,13,44,17.92,484337,6022204,3330,0.03,0.17,-0.67,-0.85,-1.57
903,2016,11,3,13,45,8.544,484356,6022258,3474,-0.22,       NaN,-0.8,-1.26,-1.85
904,2016,11,3,13,45,33.734,484352,6022224,3468,-0.26,       NaN,-0.84,-1.09,-1.95
905,2016,11,3,13,47,0.284,484386,6022278,3418,-0.18,       NaN,-0.76,-0.98,-1.69
906,2016,11,3,13,47,10.33,484376,6022288,3480,-0.34,       NaN,-0.92,-0.96,-2.17
907,2016,11,3,13,48,23.53,484337,6022339,3528,0.01,       NaN,-0.57,-0.76,-1.41
908,2016,11,3,13,48,36.708,484365,6022272,2922,-0.26,       NaN,-0.84,-1.06,-1.95
909,2016,11,3,13,49,10.656,484331,6022343,3529,-0.29,       NaN,-0.87,-1.1,-1.88
910,2016,11,3,13,52,14.208,484355,6022332,2052,-0.33,       NaN,-0.91,-1.33,-2.13
911,2016,11,3,13,52,39.802,484342,6022249,3429,-0.23,       NaN,-0.81,-1.11,-1.85
912,2016,11,3,13,54,4.916,484336,6022328,3540,-0.17,       NaN,-0.75,-0.72,-1.68
913,2016,11,3,13,54,10.588,484370,6022309,3469,0.06,0.13,-0.57,-0.72,-1.43
914,2016,11,3,13,56,40.684,484361,6022253,3308,0.02,       NaN,-0.56,-0.67,-1.39
915,2016,11,3,13,56,44.692,484425,6022432,2740,-0.27,       NaN,-0.85,-0.72,-1.96
916,2016,11,3,13,58,8.778,484292,6022174,3479,-0.11,0.07,-0.82,-0.99,-1.87
917,2016,11,3,13,58,17.282,484331,6022328,2968,-0.16,0.04,-0.89,-1.15,-2.08
918,2016,11,3,13,59,12.292,484437,6022264,3448,-0.2,-0.04,-0.87,-1.04,-2.07
919,2016,11,3,13,59,29.178,484346,6022308,3579,-0.08,       NaN,-0.66,-1.52,-1.64
920,2016,11,3,14,0,30.766,484311,6022323,3540,-0.12,       NaN,-0.7,-1.36,-1.63
921,2016,11,3,14,1,35.83,484337,6022199,3455,-0.16,       NaN,-0.74,-1.03,-1.74
922,2016,11,3,14,2,32.95,484326,6022328,3529,-0.05,       NaN,-0.63,-0.78,-1.52
923,2016,11,3,14,2,55.816,484342,6022234,3439,-0.02,       NaN,-0.6,-0.69,-1.56
924,2016,11,3,14,3,37.334,484332,6022204,3470,-0.34,       NaN,-0.92,-1.1,-2.05
925,2016,11,3,14,4,42.32,484371,6022253,3423,-0.11,0.13,-0.91,-0.81,-2.03
926,2016,11,3,14,4,47.41,484351,6022248,3429,-0.06,       NaN,-0.64,-0.82,-1.53
927,2016,11,3,14,5,0.34,484336,6022238,3330,-0.36,       NaN,-0.94,-1.21,-2.13
928,2016,11,3,14,6,46.472,484376,6022273,3403,0.26,       NaN,-0.32,-0.3,-1.03
929,2016,11,3,14,6,57.524,484361,6022238,3379,-0.24,       NaN,-0.82,-1.05,-1.91
