Number,Month,Day,Hour,Minute,Second,Easting (m),Northing (m),Depth (m),Magnitude Mw
15143,11,25,23,4,24,2803.6,4347.4,3440.8,-0.11
15144,11,25,23,6,46,2844.5,4391.9,3444.4,0.26
15145,11,25,23,12,15,2828.2,4133.4,3415.8,-0.17
15146,11,25,23,13,0,2703.2,4096.9,3548.0,-0.16
15147,11,25,23,13,37,2596.9,3822.9,3479.7,-0.03
15148,11,25,23,13,40,2604.5,3812.9,3441.0,0.13
15149,11,25,23,14,8,2598.4,3826.4,3458.8,0.11
15150,11,25,23,15,49,3621.5,3818.4,3253.3,-0.12
15151,11,25,23,18,45,4164.6,4440.4,3250.6,-0.03
15152,11,25,23,28,37,4030.7,4710.4,3382.4,-0.26
15153,11,25,23,28,45,4043.8,4718.4,3335.6,-0.41
15154,11,25,23,28,54,4033.4,4723.4,3149.6,-0.30
15155,11,25,23,29,0,4073.1,4692.9,3337.5,-0.18
15156,11,25,23,29,8,4046.7,4676.4,3342.1,-0.74
15157,11,25,23,35,42,2830.5,4301.4,3323.8,-0.11
15158,11,25,23,35,54,2824.3,4264.4,3604.9,-0.58
15159,11,25,23,36,17,2781.5,4084.4,3395.1,-0.61
15160,11,25,23,36,51,4107.8,4821.4,3318.7,0.05
15161,11,25,23,41,0,2619.6,4017.9,3403.8,0.00
15162,11,25,23,45,31,2842.6,4139.9,3340.4,0.31
15163,11,25,23,46,46,2849.9,4123.9,3345.5,-0.05
15164,11,25,23,52,28,2821.9,4095.4,3577.0,0.04
15165,11,25,23,53,14,4189.8,4544.4,3156.3,0.29
15166,11,25,23,54,1,4189.6,4431.9,3365.9,-0.02
15167,11,26,0,9,51,2828.2,4089.4,3312.4,-0.27
15168,11,26,0,16,36,4182.5,4424.4,3256.1,0.22
15169,11,26,0,36,31,3966.4,4415.4,3303.4,-0.27
15170,11,26,0,37,22,3606.1,3806.4,3618.2,-0.22
15171,11,26,0,37,57,2822.6,4289.4,3414.6,-0.33
15172,11,26,0,38,5,3607.4,3818.4,3227.1,-0.54
15173,11,26,0,39,8,4035.3,4442.9,3399.7,-0.24
15174,11,26,0,45,37,2820.3,4109.4,3365.7,NaN
15175,11,26,0,47,43,2813.9,4087.4,3387.0,-0.35
15176,11,26,0,52,6,2782.8,4011.9,3449.3,-0.12
15177,11,26,1,11,44,2619.1,3928.4,3331.8,-0.09
15178,11,26,1,13,55,4056.9,4823.9,3461.1,-0.14
15179,11,26,1,16,22,2939.2,3202.4,3373.9,-0.04
15180,11,26,1,16,57,2808.1,4121.4,3367.3,-0.25
15181,11,26,1,31,39,4134.3,4836.4,3234.1,-0.17
15182,11,26,1,31,57,3984.2,4506.4,3497.7,-0.24
15183,11,26,1,33,9,2575.4,3811.9,3263.0,0.22
15184,11,26,1,34,21,2819.6,4132.4,3362.4,-0.51
15185,11,26,1,35,13,4062.8,4836.4,3468.8,-0.64
15186,11,26,1,41,10,2792.1,4011.4,3329.1,-0.21
15187,11,26,1,43,30,2846.2,4389.4,3223.3,-0.21
15188,11,26,1,44,2,2827.8,4285.4,3264.0,-0.52
15189,11,26,1,47,39,3895.3,4565.9,3467.7,-0.59
15190,11,26,1,50,24,2729.7,3972.9,3390.2,-0.11
15191,11,26,1,53,24,4155.6,4496.4,3249.2,-0.53
15192,11,26,2,1,13,4150.4,4802.4,3393.4,-0.40
15193,11,26,2,7,25,2772.8,4067.9,3317.4,-0.34
15194,11,26,2,15,50,3253.1,5078.4,3340.9,-0.25
15195,11,26,2,16,27,2818.0,4282.9,3424.2,-0.32
15196,11,26,2,17,26,4039.9,4497.4,3405.2,-0.25
15197,11,26,2,17,29,3870.7,4302.4,3256.8,-0.28
15198,11,26,2,19,23,4026.3,4489.4,3499.6,-0.23
15199,11,26,2,19,26,4047.4,4484.4,3331.7,-0.17
15200,11,26,2,21,5,4029.6,4471.4,3411.4,-0.29
15201,11,26,2,21,45,4033.4,4465.4,3291.0,-0.24
15202,11,26,2,22,39,2608.7,3863.9,3448.6,-0.41
15203,11,26,2,37,19,3596.1,3818.9,3509.0,-0.34
15204,11,26,2,51,31,2603.0,3833.9,3444.8,-0.40
15205,11,26,2,52,37,2768.0,4065.4,3428.8,-0.23
15206,11,26,3,6,57,3627.3,3841.4,3374.6,-0.43
15207,11,26,3,8,20,4066.5,4725.9,3286.9,0.13
15208,11,26,3,8,52,2608.7,3808.4,3503.0,-0.30
15209,11,26,3,14,54,4145.7,4830.4,3284.7,-0.20
15210,11,26,3,24,57,2842.9,4302.4,3333.0,-0.30
15211,11,26,3,33,25,2814.7,4192.9,3482.3,-0.39
15212,11,26,3,42,6,4093.2,4297.4,3393.1,-0.37
15213,11,26,3,43,17,4128.3,4397.4,3397.7,-0.03
15214,11,26,3,47,51,2820.5,4289.4,3467.6,-0.43
15215,11,26,3,51,4,2613.6,3839.9,3233.3,-0.09
15216,11,26,4,0,15,2764.4,4130.4,3328.2,-0.89
15217,11,26,4,2,52,2599.9,3869.9,3264.9,-0.59
15218,11,26,4,6,0,4263.2,4592.9,3323.3,-0.06
15219,11,26,4,6,42,4239.7,4608.4,3405.1,-0.26
15220,11,26,4,7,3,4243.7,4592.4,3360.7,-0.21
15221,11,26,4,8,1,3589.8,3822.4,3423.0,-0.26
15222,11,26,4,8,15,3614.5,3803.4,3281.6,-0.48
15223,11,26,4,8,42,2793.0,4238.4,3482.5,-0.34
15224,11,26,4,13,49,3973.6,4434.9,3389.7,-0.54
15225,11,26,4,26,30,2847.5,4016.9,3285.2,0.85
15226,11,26,4,31,6,4166.3,4603.4,3461.6,-0.08
15227,11,26,4,41,20,3980.8,4493.4,3434.7,-0.47
15228,11,26,4,44,51,4039.4,4795.4,3445.2,-0.22
15229,11,26,4,54,10,4162.0,4795.4,3188.1,0.00
15230,11,26,5,5,44,3623.6,3803.4,3295.7,-0.31
15231,11,26,5,14,21,4068.0,4780.9,3294.3,-0.01
15232,11,26,5,20,49,2629.4,3910.4,3256.1,-0.39
15233,11,26,5,34,44,2780.7,4062.9,3344.4,-0.28
15234,11,26,5,37,59,4058.2,4504.9,3415.7,-0.78
15235,11,26,5,43,5,4082.9,4776.4,3305.9,-0.23
15236,11,26,5,43,40,3593.6,3830.4,3431.5,-0.39
15237,11,26,5,57,40,2800.1,4111.4,3296.7,-0.31
15238,11,26,6,7,58,4140.4,4450.4,3411.5,-0.60
15239,11,26,6,23,17,4265.2,4815.9,3376.7,-0.28
15240,11,26,6,27,51,2617.4,3787.4,3371.7,-0.12
15241,11,26,6,40,26,2615.0,3950.4,3301.9,-0.64
15242,11,26,6,41,59,4180.1,4586.4,3261.7,-0.03
15243,11,26,6,42,7,2606.4,3788.4,3314.3,-0.10
15244,11,26,6,52,11,3402.9,4020.4,3922.8,-0.39
15245,11,26,6,53,32,4093.4,4791.4,3384.8,-0.32
15246,11,26,6,58,14,4108.2,4835.4,3410.2,-0.63
15247,11,26,6,59,38,2556.0,3873.4,3370.1,-1.20
15248,11,26,7,1,53,4060.3,4470.9,3503.7,-0.25
15249,11,26,7,2,11,4087.5,4513.4,3600.8,-0.14
15250,11,26,7,2,58,3294.5,5094.4,3355.1,-0.13
15251,11,26,7,3,29,2606.0,3958.4,3313.3,-0.25
15252,11,26,7,9,42,4089.6,4837.9,3258.1,-0.26
15253,11,26,7,12,25,2600.7,3898.4,3275.9,-0.19
15254,11,26,7,12,55,3602.8,3814.4,3402.6,-0.32
15255,11,26,7,13,3,3599.3,3813.4,3357.2,-0.16
15256,11,26,7,13,32,4058.9,4431.4,3285.9,0.27
15257,11,26,7,15,54,4057.9,4450.9,3290.6,0.24
15258,11,26,7,16,7,2811.4,4205.4,3480.2,-0.28
15259,11,26,7,17,34,4053.3,4490.4,3610.1,-0.37
15260,11,26,7,34,6,2602.9,3793.4,3369.0,-0.38
15261,11,26,7,35,45,4139.9,4823.9,3427.8,-0.37
15262,11,26,7,39,54,2716.5,4019.4,3367.8,-0.19
15263,11,26,7,41,9,2568.8,3928.4,3258.6,-0.40
15264,11,26,7,42,55,2619.0,3934.4,3395.6,-0.76
15265,11,26,7,45,7,4066.5,4769.4,3461.5,-0.41
15266,11,26,7,50,13,2393.4,4107.4,3183.9,-0.40
15267,11,26,7,52,37,2590.7,3660.9,3404.8,-0.42
15268,11,26,7,53,35,2305.4,4067.9,3259.2,-0.26
15269,11,26,7,58,23,3583.0,3792.9,3339.8,-0.42
15270,11,26,8,2,20,3293.7,4980.9,3225.8,-0.28
15271,11,26,8,6,35,2604.2,3884.9,3307.5,-0.07
15272,11,26,8,14,27,4154.8,4612.9,3413.1,-0.08
15273,11,26,8,22,2,4003.4,4480.9,3280.4,0.36
15274,11,26,8,43,47,2632.1,4002.4,3473.4,-0.58
15275,11,26,8,47,23,4265.7,4785.9,3457.9,-0.36
15276,11,26,8,47,51,2376.3,4118.4,3365.5,NaN
15277,11,26,8,51,4,2632.4,3964.9,3227.0,-0.02
15278,11,26,8,56,48,2397.9,4108.9,3387.7,-0.63
15279,11,26,8,56,57,2358.3,4140.4,3261.7,-0.09
15280,11,26,9,2,53,4036.3,4755.9,3272.1,0.76
15281,11,26,9,3,18,4001.9,4443.4,3471.2,-0.49
15282,11,26,9,5,26,3960.5,4434.4,3093.0,-0.35
15283,11,26,9,5,40,3955.1,4424.4,3391.0,-0.28
15284,11,26,9,24,28,2589.3,3965.4,3255.6,-0.31
15285,11,26,9,28,18,4191.6,4731.4,3270.7,0.35
15286,11,26,9,34,5,2585.0,3917.4,3367.3,-0.49
15287,11,26,9,58,13,2612.7,3882.4,3353.5,-0.51
15288,11,26,10,1,50,3391.1,3950.9,3447.7,-0.44
15289,11,26,10,3,37,3384.3,3950.9,3393.5,-0.47
15290,11,26,10,4,35,3384.7,3959.4,3329.7,-0.40
15291,11,26,10,5,9,3409.5,3981.9,3372.8,-0.11
15292,11,26,10,10,8,3600.5,3827.4,3399.4,-0.40
15293,11,26,10,11,21,4150.4,4794.9,3245.9,-0.25
15294,11,26,10,16,53,2826.7,4131.4,3422.6,-0.49
15295,11,26,10,20,45,2609.2,3960.4,3292.5,-0.30
15296,11,26,10,20,58,4085.1,4591.4,3285.4,-0.34
15297,11,26,10,21,1,2652.1,3956.9,3431.0,-0.35
15298,11,26,10,27,3,2783.4,4231.4,3408.1,-0.66
15299,11,26,10,27,37,3975.7,4480.4,3203.6,NaN
15300,11,26,10,31,22,3630.7,3798.4,3501.9,-0.13
15301,11,26,10,40,53,2651.4,3892.9,3304.2,-0.44
15302,11,26,10,48,33,2593.2,3890.4,3339.4,-0.72
15303,11,26,10,51,50,2601.6,3779.9,3326.6,0.07
15304,11,26,10,56,14,3300.2,5019.4,3341.3,-0.40
15305,11,26,10,59,34,3309.7,5081.4,3269.8,-0.84
15306,11,26,11,28,32,2824.1,4340.9,3406.5,-0.26
15307,11,26,11,30,53,2614.8,3899.9,3269.2,-0.35
15308,11,26,11,39,35,2608.0,3809.4,3370.5,-0.29
15309,11,26,11,45,24,4225.6,4587.9,3461.5,-0.13
15310,11,26,11,45,31,4210.7,4595.4,3370.3,-0.19
15311,11,26,11,45,34,4220.2,4600.9,3397.3,-0.32
15312,11,26,11,50,39,2314.0,4105.4,3316.3,-0.36
15313,11,26,11,53,9,4173.9,4516.4,3259.0,-0.12
15314,11,26,11,53,17,4261.5,4608.9,3428.0,NaN
15315,11,26,11,55,43,4042.4,4772.9,3440.9,-0.84
15316,11,26,12,0,8,2732.6,4120.4,3521.6,-1.37
15317,11,26,12,5,30,2565.9,3737.4,3305.8,-0.47
15318,11,26,12,16,2,2622.2,3904.4,3341.5,-0.35
15319,11,26,12,16,9,2783.4,4088.4,3362.0,-0.57
15320,11,26,12,25,50,4120.7,4849.4,3445.1,-0.49
15321,11,26,12,31,1,3612.9,3818.9,3466.8,-0.48
15322,11,26,12,47,11,2788.0,4185.4,3295.1,-0.32
15323,11,26,12,49,30,3085.9,3386.9,3404.4,-0.42
15324,11,26,12,50,1,3959.4,4411.4,3420.0,-0.36
15325,11,26,12,50,57,3957.1,4455.9,3389.1,-0.69
15326,11,26,12,53,23,2623.0,3934.4,3339.7,-0.39
15327,11,26,12,54,24,2587.0,3873.9,3319.1,-0.37
15328,11,26,13,2,40,2563.8,3750.4,3245.6,-0.46
15329,11,26,13,6,18,2809.4,4187.9,3214.5,-0.39
15330,11,26,13,6,29,2803.8,4165.4,3521.0,-0.46
15331,11,26,13,6,56,2581.3,3820.4,3388.3,-0.39
15332,11,26,13,10,58,4061.0,4771.9,3380.8,-0.25
15333,11,26,13,20,16,2795.9,4113.4,3359.4,-0.30
15334,11,26,13,20,37,2623.8,3983.4,3316.1,-0.10
15335,11,26,13,20,54,2366.9,4106.9,3415.8,-0.21
15336,11,26,13,23,37,3867.9,4045.9,3543.6,-0.09
15337,11,26,13,43,17,2612.4,3872.4,3307.9,-0.25
15338,11,26,13,58,20,2593.3,3990.4,3384.6,-0.18
15339,11,26,13,58,46,2674.4,3919.4,3301.9,-0.21
15340,11,26,14,7,17,3295.6,4935.4,3330.6,-0.24
15341,11,26,14,24,49,2613.0,3954.9,3340.5,-0.06
15342,11,26,14,26,51,2782.0,4126.4,3385.0,NaN
15343,11,26,14,38,39,3924.4,4346.4,3378.3,NaN
15344,11,26,14,45,58,4138.9,4597.9,3476.4,-0.11
15345,11,26,14,47,0,2624.4,3904.9,3308.7,-0.23
15346,11,26,14,49,27,3475.9,4204.9,3654.0,0.09
15347,11,26,15,17,42,2635.4,3914.4,3264.0,-0.10
15348,11,26,15,25,36,4146.1,4489.4,3358.8,-0.07
15349,11,26,15,31,32,4015.8,4463.4,3276.1,-0.11
15350,11,26,15,54,0,3618.9,3773.4,3186.1,0.16
15351,11,26,15,59,44,2656.1,3945.9,3394.5,-0.54
15352,11,26,16,3,0,2602.8,3779.4,3457.4,0.34
15353,11,26,16,14,40,2602.5,3793.9,3437.6,0.44
15354,11,26,16,34,45,2608.3,3958.4,3561.6,0.14
15355,11,26,16,37,10,2603.8,3885.9,3291.7,0.28
15356,11,26,16,52,54,2765.0,4136.4,3301.1,0.67
15357,11,26,16,54,55,2605.6,3926.4,3359.8,0.00
15358,11,26,17,7,17,2642.6,3936.4,3361.5,0.04
15359,11,26,17,36,46,2646.3,3935.4,3411.0,0.26
15360,11,26,17,46,57,2827.2,4100.4,3268.1,-0.27
15361,11,26,17,57,13,2619.4,3923.4,3300.5,-0.03
15362,11,26,18,5,10,3963.8,4472.9,3455.8,0.03
15363,11,26,18,6,16,2625.8,3927.4,3284.8,-0.09
15364,11,26,18,10,50,4113.9,4846.4,3361.5,0.14
15365,11,26,18,17,9,4394.2,4726.4,3411.7,-0.51
15366,11,26,18,51,12,2604.4,3787.9,3462.6,-0.06
15367,11,26,18,54,10,4182.9,4692.4,3458.0,0.13
15368,11,26,18,58,28,2616.7,3990.4,3270.7,-0.15
15369,11,26,19,8,38,3598.9,3834.4,3445.8,-0.24
15370,11,26,19,14,35,2577.3,3872.9,3324.6,-0.32
15371,11,26,19,15,2,2604.2,3880.9,3450.4,-0.33
15372,11,26,19,20,34,2814.3,4149.4,3243.4,-0.28
15373,11,26,19,32,9,2627.3,3732.9,3394.8,-0.14
15374,11,26,19,43,24,4120.2,4701.9,3327.1,-0.17
15375,11,26,20,9,34,2649.7,3928.4,3333.0,0.14
15376,11,26,20,10,31,2621.1,3841.9,3412.3,-0.08
15377,11,26,20,13,9,3328.4,4112.9,3701.6,0.09
15378,11,26,20,25,58,4101.1,4836.9,3294.7,0.06
15379,11,26,20,31,7,2645.7,4054.4,3448.1,-0.10
15380,11,26,20,38,37,2300.6,4053.4,3427.9,-0.33
15381,11,26,20,51,56,4050.7,4734.4,3351.7,-0.14
15382,11,26,20,52,44,4111.8,4751.4,3412.8,-0.06
15383,11,26,21,5,12,4035.4,4547.4,3449.1,0.02
15384,11,26,21,5,47,4058.8,4793.9,3340.0,-0.04
15385,11,26,21,6,38,3214.7,4033.4,3893.8,-0.04
15386,11,26,21,12,3,2603.4,3950.4,3254.1,-0.24
15387,11,26,21,13,39,3980.1,4486.4,3377.0,0.01
15388,11,26,21,38,33,2708.6,4205.4,3456.1,-0.15
15389,11,26,21,48,37,3298.8,3790.4,3914.3,-0.10
15390,11,26,21,56,46,3282.9,3828.4,3807.7,0.03
15391,11,26,21,59,19,3340.3,3819.4,3916.0,-0.31
15392,11,26,22,4,50,2746.0,4109.9,3114.6,-0.17
15393,11,26,22,5,58,3600.7,3815.4,3356.2,-0.17
15394,11,26,22,7,58,4176.4,4608.4,3479.0,-0.12
15395,11,26,22,11,31,2755.8,4155.4,3824.9,-0.08
15396,11,26,22,24,35,2644.2,4006.4,3301.4,-0.21
15397,11,26,22,33,57,2633.9,3966.4,3448.2,-0.11
15398,11,26,22,34,38,3289.8,3965.4,3924.2,-0.06
15399,11,26,22,35,1,2804.1,4379.4,3303.4,-0.15
15400,11,26,22,38,42,3179.9,4032.4,3721.8,-0.09
15401,11,26,22,47,8,4174.6,4731.4,3362.3,1.17
15402,11,26,22,47,42,4158.8,4835.9,3478.0,0.05
15403,11,26,22,51,51,2597.4,3925.4,3252.4,-0.02
15404,11,26,23,3,1,2577.8,3920.4,3343.0,-0.12
15405,11,26,23,23,54,2600.4,3847.4,3396.8,-0.09
15406,11,26,23,26,18,4196.5,4692.4,3303.2,-0.18
15407,11,26,23,32,1,2639.2,3916.4,3329.7,-0.12
15408,11,26,23,33,50,2801.1,4116.9,3319.4,0.06
15409,11,26,23,44,43,2577.5,3928.9,3327.9,-0.14
15410,11,26,23,52,48,3160.7,3504.4,3370.5,-0.50
15411,11,27,0,11,55,3619.3,3847.4,3397.1,0.16
15412,11,27,0,12,28,3616.7,3815.9,3336.4,-0.07
15413,11,27,0,30,13,4130.6,4806.4,3323.5,-0.04
15414,11,27,0,34,52,3998.3,4680.9,3393.3,-0.02
15415,11,27,0,35,23,2588.0,3903.4,3226.2,-0.11
15416,11,27,0,47,45,2573.9,3920.9,3311.2,-0.08
15417,11,27,1,1,21,5311.8,2541.4,2327.8,-0.08
15418,11,27,1,13,1,3359.3,3921.4,3417.5,-0.23
15419,11,27,1,13,40,2668.5,4157.4,3894.4,-0.06
15420,11,27,1,13,47,2715.5,4095.4,3877.0,-0.07
15421,11,27,1,13,50,2798.9,4117.9,3989.3,-0.11
15422,11,27,1,16,2,2821.2,4014.4,4009.8,-0.21
15423,11,27,1,23,19,2707.4,3841.9,3841.3,-0.10
15424,11,27,1,32,16,2737.3,4051.4,3974.9,0.03
15425,11,27,1,32,24,2827.6,3983.4,3642.2,0.02
15426,11,27,1,34,43,2785.3,3921.4,3766.7,-0.02
15427,11,27,1,37,6,2814.2,4110.4,3911.5,0.01
15428,11,27,1,38,24,2793.6,4016.4,3841.6,0.05
15429,11,27,1,42,1,2758.8,4154.4,3806.6,0.02
15430,11,27,1,43,34,2709.5,3867.4,3849.2,-0.01
15431,11,27,1,47,56,2594.5,3986.4,3323.6,-0.12
15432,11,27,1,48,33,2803.6,4087.9,3432.5,-0.10
15433,11,27,1,49,25,2754.9,4003.9,3753.7,0.10
15434,11,27,1,49,39,2750.8,4066.4,3949.7,0.01
15435,11,27,1,49,58,2769.3,4033.9,3399.0,0.12
15436,11,27,1,51,27,2560.5,3987.4,3323.1,-0.10
15437,11,27,1,51,56,2763.4,4001.9,2957.5,-0.04
15438,11,27,1,52,2,2759.0,4089.4,4053.2,0.02
15439,11,27,1,52,8,2813.0,4079.4,3799.1,0.08
15440,11,27,1,54,37,2785.2,3991.4,3469.6,0.05
15441,11,27,1,54,56,2786.2,3998.4,3433.3,0.03
15442,11,27,1,56,56,2833.6,3938.4,3910.6,0.04
15443,11,27,1,57,30,2792.2,3996.4,3466.6,0.03
15444,11,27,1,57,45,2687.8,3973.4,3909.1,0.04
15445,11,27,2,1,29,2754.1,4031.9,3317.3,0.66
15446,11,27,2,5,18,2795.9,4050.9,3379.5,0.30
15447,11,27,2,5,41,2616.5,3872.4,3466.6,-0.24
15448,11,27,2,8,26,3965.3,4402.4,3535.9,-0.18
15449,11,27,2,9,31,2802.8,4015.4,3448.3,0.08
15450,11,27,2,11,36,3598.9,3807.9,3437.8,-0.17
15451,11,27,2,13,34,2849.2,4087.4,3490.0,-0.13
15452,11,27,2,15,30,4107.9,4580.4,3464.2,-0.18
15453,11,27,2,21,15,2607.7,3806.4,3342.9,-0.13
15454,11,27,2,29,1,2824.2,3967.4,3355.3,1.06
15455,11,27,2,32,39,2596.9,3839.4,3464.0,-0.15
15456,11,27,2,40,15,2464.8,4097.9,3450.4,-0.30
15457,11,27,2,41,50,2796.2,4093.4,3168.0,-0.49
15458,11,27,2,44,3,2469.8,4128.4,3365.6,-0.40
15459,11,27,2,46,32,2468.6,4104.4,3591.9,-0.16
15460,11,27,2,48,23,2614.8,3980.4,3134.7,-0.40
15461,11,27,2,49,41,2594.2,3796.4,3488.6,-0.18
15462,11,27,2,50,14,2586.4,3905.9,3391.7,-0.25
15463,11,27,2,51,46,2612.7,3830.4,3577.0,-0.25
15464,11,27,2,52,38,2813.4,4083.4,3342.5,-0.26
15465,11,27,2,55,21,2602.1,4056.9,3381.1,-0.30
15466,11,27,3,0,0,2607.1,3802.4,3459.5,0.00
15467,11,27,3,1,14,2598.4,3810.9,3407.8,-0.14
15468,11,27,3,5,3,2772.3,4004.4,3534.1,-0.25
15469,11,27,3,5,49,2833.9,4099.4,3336.7,-0.01
15470,11,27,3,8,2,2591.1,3817.4,3490.6,-0.22
15471,11,27,3,14,9,2621.9,3892.4,3293.7,-0.02
15472,11,27,3,20,5,2602.8,3835.9,3484.9,-0.25
15473,11,27,3,36,43,2779.2,4111.4,3296.3,-0.14
15474,11,27,3,37,17,2786.8,4013.4,3454.4,-0.28
15475,11,27,3,38,17,3461.6,3858.9,3658.6,-0.19
15476,11,27,3,49,28,2597.8,3815.4,3459.8,-0.08
15477,11,27,3,50,31,2618.4,3874.4,3226.7,-0.27
15478,11,27,3,51,23,2614.7,3889.9,3388.5,-0.13
15479,11,27,3,51,40,2632.6,3882.9,3500.9,-0.14
15480,11,27,4,9,23,4085.5,4843.9,3476.2,-0.19
15481,11,27,4,17,42,2565.1,3896.4,3280.9,-0.18
15482,11,27,4,18,41,2595.0,3837.4,3419.5,-0.19
15483,11,27,4,18,47,4060.8,4799.4,3492.8,-0.07
15484,11,27,4,18,56,3596.7,3805.9,3458.6,-0.12
15485,11,27,4,23,25,2803.7,4043.4,3325.3,0.54
15486,11,27,4,29,33,3575.9,3741.4,3715.3,-0.19
15487,11,27,4,30,13,2554.3,3773.4,3395.9,-0.14
15488,11,27,4,31,40,3506.2,3835.4,3893.2,-0.20
15489,11,27,4,38,38,3829.2,4277.9,3312.3,-0.17
15490,11,27,4,40,55,3412.8,3646.9,3797.0,-0.21
15491,11,27,4,42,24,2742.1,4030.4,3338.6,-0.38
15492,11,27,4,45,18,3441.5,3639.4,4014.6,-0.09
15493,11,27,4,47,35,4147.8,4440.4,3356.3,-0.19
15494,11,27,4,48,39,4034.3,4260.4,3377.6,-0.23
15495,11,27,4,59,36,2570.9,3830.4,3406.5,-0.60
15496,11,27,5,2,32,4075.3,4857.4,3415.9,-0.19
15497,11,27,5,5,21,4114.1,4336.4,3358.8,0.01
15498,11,27,5,10,9,2789.6,4058.4,3541.6,-0.30
15499,11,27,5,17,57,2770.0,4103.4,3281.3,-0.06
15500,11,27,5,28,54,3584.6,3790.4,3306.5,-0.97
15501,11,27,5,29,49,3648.7,3846.4,3310.1,-0.25
15502,11,27,5,29,56,3590.4,3821.9,3382.8,-0.24
15503,11,27,5,31,38,3628.6,3823.4,3367.9,-0.09
15504,11,27,5,33,1,2611.3,3880.4,3460.1,-0.07
15505,11,27,5,34,17,3574.7,3810.4,3224.8,-0.35
15506,11,27,5,36,9,2616.2,3926.4,3338.5,-0.20
15507,11,27,5,36,46,3590.4,3787.4,3420.5,-0.38
15508,11,27,5,36,53,2589.8,3803.4,3406.3,-0.24
15509,11,27,5,37,36,3346.9,3868.4,3393.0,-0.27
15510,11,27,5,39,0,4176.8,4743.4,3261.2,0.88
15511,11,27,5,40,44,3635.9,3789.9,3481.7,-0.21
15512,11,27,5,40,53,3602.2,3832.9,3372.8,-0.58
15513,11,27,5,41,7,3623.1,3837.9,3307.2,-0.33
15514,11,27,5,41,21,2772.5,4116.4,3375.9,-0.09
15515,11,27,5,42,6,3614.9,3829.9,3490.0,-0.33
15516,11,27,5,44,15,3660.6,3852.4,3381.1,-0.27
15517,11,27,5,44,20,2785.4,4094.4,3410.1,-0.39
15518,11,27,5,47,1,3599.3,3792.4,3321.8,-0.63
15519,11,27,5,47,5,4256.4,4842.4,3428.2,-0.17
15520,11,27,5,48,39,2767.2,4106.4,3349.4,-0.28
15521,11,27,5,49,5,2607.3,3804.4,3331.9,-0.48
15522,11,27,5,52,21,2547.0,3861.4,3889.0,-0.38
15523,11,27,5,54,13,3588.4,3814.4,3424.5,-0.21
15524,11,27,5,57,47,3629.5,3877.9,3468.0,-0.19
15525,11,27,5,58,37,3610.2,3835.4,3485.5,-0.52
15526,11,27,5,59,15,2599.1,3766.4,3416.8,-0.56
15527,11,27,6,0,48,3606.9,3825.4,3293.0,-0.42
15528,11,27,6,2,10,3643.6,3800.4,3442.1,-0.12
15529,11,27,6,4,30,2597.1,3777.4,3436.0,-0.36
15530,11,27,6,5,50,3606.8,3842.4,3423.3,-0.30
15531,11,27,6,6,44,2785.9,4023.4,3290.3,-0.28
15532,11,27,6,7,19,4061.9,4765.9,3373.8,-0.49
15533,11,27,6,7,49,3603.9,3837.9,3438.1,-0.33
15534,11,27,6,8,20,3590.8,3813.9,3435.4,-0.35
15535,11,27,6,8,25,2805.9,4003.4,3407.6,-0.11
15536,11,27,6,9,5,3601.5,3816.4,3446.1,-0.12
15537,11,27,6,9,24,3609.7,3851.4,3461.1,-0.43
15538,11,27,6,9,45,3654.1,3846.4,3377.7,-0.30
15539,11,27,6,9,55,3618.1,3843.9,3535.6,-0.39
15540,11,27,6,11,37,3629.3,3826.4,3786.3,-0.51
15541,11,27,6,12,2,2779.6,4079.4,3293.0,-0.21
15542,11,27,6,12,51,3580.9,3793.4,3544.6,-0.40
15543,11,27,6,13,48,3588.8,3813.9,3468.0,-0.28
15544,11,27,6,15,5,3586.4,3819.4,3292.3,-0.34
15545,11,27,6,20,3,3610.5,3828.4,3442.4,-0.20
15546,11,27,6,20,33,3595.8,3819.4,3381.5,-0.32
15547,11,27,6,21,58,2620.3,4019.9,3361.1,-0.31
15548,11,27,6,22,8,3978.7,4475.4,3306.1,-0.21
15549,11,27,6,22,22,3977.0,4428.9,3461.0,-0.33
15550,11,27,6,22,39,3976.0,4445.4,3342.9,-0.33
15551,11,27,6,22,45,2609.2,3813.4,3302.8,-0.12
15552,11,27,6,23,29,3983.3,4525.4,3273.0,-0.43
15553,11,27,6,23,42,3968.2,4482.9,3428.9,-0.28
15554,11,27,6,26,2,3588.5,3805.4,3427.4,-0.13
15555,11,27,6,26,22,2662.4,3850.4,3315.0,0.37
15556,11,27,6,28,7,3988.5,4502.4,3462.6,-0.32
15557,11,27,6,30,27,3638.2,3885.9,3415.1,-0.39
15558,11,27,6,31,46,3605.5,3820.9,3511.9,-0.36
15559,11,27,6,31,52,3615.9,3830.9,3408.1,-0.38
15560,11,27,6,32,19,3619.8,3850.9,3354.9,-0.40
15561,11,27,6,32,36,3631.1,3798.9,3350.3,-0.18
15562,11,27,6,32,40,3596.9,3810.4,3435.9,-0.31
15563,11,27,6,33,25,3606.6,3840.9,3396.4,-0.30
15564,11,27,6,34,4,2821.8,4119.9,3281.9,-0.36
15565,11,27,6,34,58,3592.7,3786.4,3457.8,-0.33
15566,11,27,6,35,42,3625.6,3870.9,3384.3,-0.23
15567,11,27,6,36,6,4017.5,4508.9,3449.6,-0.22
