Seg2File,Mw
57684.16.11.22.07.24.00.dat,0.01
57685.16.11.22.07.25.00.dat,0.75
57686.16.11.22.07.26.00.dat,0.11
57687.16.11.22.07.27.00.dat,0.17
57689.16.11.22.07.29.00.dat,-0.04
57690.16.11.22.07.30.00.dat,0.63
57692.16.11.22.07.32.00.dat,0.3
57693.16.11.22.07.33.00.dat,0.06
57694.16.11.22.07.34.00.dat,-0.04
57696.16.11.22.07.36.00.dat,0.37
57700.16.11.22.07.40.00.dat,-0.16
57701.16.11.22.07.41.00.dat,0.39
57702.16.11.22.07.42.00.dat,0.12
57705.16.11.22.07.45.00.dat,0.04
57707.16.11.22.07.47.00.dat,0.35
57708.16.11.22.07.48.00.dat,0.2
57709.16.11.22.07.49.00.dat,0.16
57710.16.11.22.07.50.00.dat,0.47
57711.16.11.22.07.51.00.dat,0.18
57712.16.11.22.07.52.00.dat,0.08
57713.16.11.22.07.53.00.dat,0.11
57714.16.11.22.07.54.00.dat,0
57715.16.11.22.07.55.00.dat,0.17
57717.16.11.22.07.57.00.dat,-0.12
57718.16.11.22.07.58.00.dat,0.05
57721.16.11.22.08.01.00.dat,-0.01
57722.16.11.22.08.02.00.dat,0.07
57723.16.11.22.08.03.00.dat,0.27
57724.16.11.22.08.04.00.dat,-0.28
57725.16.11.22.08.05.00.dat,0.46
57726.16.11.22.08.06.00.dat,0.2
57727.16.11.22.08.07.00.dat,0.21
57728.16.11.22.08.08.00.dat,-0.14
57730.16.11.22.08.10.00.dat,0.38
57731.16.11.22.08.11.00.dat,0.06
57733.16.11.22.08.13.00.dat,-0.03
57734.16.11.22.08.14.00.dat,0.37
57735.16.11.22.08.15.00.dat,0.39
57736.16.11.22.08.16.00.dat,0.26
57737.16.11.22.08.17.00.dat,-0.16
57739.16.11.22.08.19.00.dat,-0.16
57740.16.11.22.08.20.00.dat,0.23
57741.16.11.22.08.21.00.dat,-0.29
57743.16.11.22.08.23.00.dat,0.06
57744.16.11.22.08.24.00.dat,0.01
57745.16.11.22.08.25.00.dat,-0.18
57746.16.11.22.08.26.00.dat,-0.27
57747.16.11.22.08.27.00.dat,1.07
57749.16.11.22.08.29.00.dat,-0.29
57750.16.11.22.08.30.00.dat,0.14
57751.16.11.22.08.31.00.dat,0.63
57752.16.11.22.08.32.00.dat,0.22
57753.16.11.22.08.33.00.dat,-0.14
57755.16.11.22.08.35.00.dat,-0.12
57756.16.11.22.08.36.00.dat,0.18
57759.16.11.22.08.39.00.dat,-0.27
57760.16.11.22.08.40.00.dat,0.23
57761.16.11.22.08.41.00.dat,-0.05
57762.16.11.22.08.42.00.dat,-0.16
57765.16.11.22.08.45.00.dat,0.78
57767.16.11.22.08.47.00.dat,-0.08
57768.16.11.22.08.48.00.dat,-0.49
57769.16.11.22.08.49.00.dat,0.29
57770.16.11.22.08.50.00.dat,0.43
57771.16.11.22.08.51.00.dat,0.23
57772.16.11.22.08.52.00.dat,0.14
57773.16.11.22.08.53.00.dat,0.45
57774.16.11.22.08.54.00.dat,-0.15
57775.16.11.22.08.55.00.dat,-0.02
57776.16.11.22.08.56.00.dat,-0.06
57777.16.11.22.08.57.00.dat,0.12
57778.16.11.22.08.58.00.dat,-0.25
57779.16.11.22.08.59.00.dat,0.09
57780.16.11.22.09.00.00.dat,-0.22
57781.16.11.22.09.01.00.dat,0.22
57782.16.11.22.09.02.00.dat,0.17
57783.16.11.22.09.03.00.dat,-0.18
57784.16.11.22.09.04.00.dat,0.09
57785.16.11.22.09.05.00.dat,-0.11
57787.16.11.22.09.07.00.dat,0.15
57789.16.11.22.09.09.00.dat,-0.19
57790.16.11.22.09.10.00.dat,-0.2
57792.16.11.22.09.12.00.dat,-0.17
57793.16.11.22.09.13.00.dat,0.76
57794.16.11.22.09.14.00.dat,0.14
57795.16.11.22.09.15.00.dat,-0.01
57797.16.11.22.09.17.00.dat,-0.06
57799.16.11.22.09.19.00.dat,0.13
57800.16.11.22.09.20.00.dat,0.02
57803.16.11.22.09.23.00.dat,0.01
57804.16.11.22.09.24.00.dat,-0.11
57805.16.11.22.09.25.00.dat,0.85
57807.16.11.22.09.27.00.dat,-0.08
57808.16.11.22.09.28.00.dat,-0.16
57812.16.11.22.09.32.00.dat,-0.11
57814.16.11.22.09.34.00.dat,0.6
57815.16.11.22.09.35.00.dat,0.66
57816.16.11.22.09.36.00.dat,-0.06
57818.16.11.22.09.38.00.dat,0.21
57819.16.11.22.09.39.00.dat,0.51
57820.16.11.22.09.40.00.dat,-0.46
57821.16.11.22.09.41.00.dat,0.93
57822.16.11.22.09.42.00.dat,1.52
57823.16.11.22.09.43.00.dat,0.23
57824.16.11.22.09.44.00.dat,-0.18
57825.16.11.22.09.45.00.dat,0.21
57826.16.11.22.09.46.00.dat,0
57827.16.11.22.09.47.00.dat,0.29
57829.16.11.22.09.49.00.dat,0.28
57831.16.11.22.09.51.00.dat,1.18
57833.16.11.22.09.53.00.dat,0.04
57834.16.11.22.09.54.00.dat,0.71
57835.16.11.22.09.55.00.dat,0.4
57836.16.11.22.09.56.00.dat,0.26
57837.16.11.22.09.57.00.dat,1.49
57839.16.11.22.09.59.00.dat,-0.09
57840.16.11.22.10.00.00.dat,0.98
57841.16.11.22.10.01.00.dat,0.34
57842.16.11.22.10.02.00.dat,0.37
57843.16.11.22.10.03.00.dat,0.13
57844.16.11.22.10.04.00.dat,2.1
57845.16.11.22.10.05.00.dat,1.08
57847.16.11.22.10.07.00.dat,-0.17
57848.16.11.22.10.08.00.dat,0.5
57850.16.11.22.10.10.00.dat,0.22
57851.16.11.22.10.11.00.dat,0.39
57854.16.11.22.10.14.00.dat,-0.09
57855.16.11.22.10.15.00.dat,-0.05
57856.16.11.22.10.16.00.dat,-0.06
57857.16.11.22.10.17.00.dat,0.02
57859.16.11.22.10.19.00.dat,0.61
57860.16.11.22.10.20.00.dat,0.08
57861.16.11.22.10.21.00.dat,-0.1
57862.16.11.22.10.22.00.dat,-0.04
57863.16.11.22.10.23.00.dat,0
57866.16.11.22.10.26.00.dat,-0.16
57867.16.11.22.10.27.00.dat,0.36
57871.16.11.22.10.31.00.dat,0.12
57872.16.11.22.10.32.00.dat,0
57874.16.11.22.10.34.00.dat,-0.05
57875.16.11.22.10.35.00.dat,0.04
57876.16.11.22.10.36.00.dat,0.44
57877.16.11.22.10.37.00.dat,0.32
57878.16.11.22.10.38.00.dat,0.28
57879.16.11.22.10.39.00.dat,0
57880.16.11.22.10.40.00.dat,0.2
57881.16.11.22.10.41.00.dat,0.34
57882.16.11.22.10.42.00.dat,-0.1
57883.16.11.22.10.43.00.dat,0.92
57885.16.11.22.10.45.00.dat,-0.19
57888.16.11.22.10.48.00.dat,0.38
57889.16.11.22.10.49.00.dat,0.41
57890.16.11.22.10.50.00.dat,0.09
57892.16.11.22.10.52.00.dat,-0.24
57893.16.11.22.10.53.00.dat,-0.08
57894.16.11.22.10.54.00.dat,0.21
57896.16.11.22.10.56.00.dat,-0.2
57897.16.11.22.10.57.00.dat,0.57
57899.16.11.22.10.59.00.dat,-0.26
57900.16.11.22.11.00.00.dat,0.12
57901.16.11.22.11.01.00.dat,0.09
57902.16.11.22.11.02.00.dat,0.3
57903.16.11.22.11.03.00.dat,0.9
57904.16.11.22.11.04.00.dat,-0.25
57905.16.11.22.11.05.00.dat,0.13
57906.16.11.22.11.06.00.dat,0.34
57907.16.11.22.11.07.00.dat,0.12
57908.16.11.22.11.08.00.dat,0.36
57910.16.11.22.11.10.00.dat,0.16
57911.16.11.22.11.11.00.dat,-0.37
57912.16.11.22.11.12.00.dat,0.52
57913.16.11.22.11.13.00.dat,0.38
57915.16.11.22.11.15.00.dat,0.16
57916.16.11.22.11.16.00.dat,-0.44
57917.16.11.22.11.17.00.dat,0.19
57918.16.11.22.11.18.00.dat,-0.52
57919.16.11.22.11.19.00.dat,0.13
57921.16.11.22.11.21.00.dat,1.7
57923.16.11.22.11.23.00.dat,0.03
57924.16.11.22.11.24.00.dat,0.01
57925.16.11.22.11.25.00.dat,0.12
57927.16.11.22.11.27.00.dat,0.19
57928.16.11.22.11.28.00.dat,-0.18
57929.16.11.22.11.29.00.dat,-0.22
57931.16.11.22.11.31.00.dat,0.75
57932.16.11.22.11.32.00.dat,-0.18
57934.16.11.22.11.34.00.dat,0.61
57935.16.11.22.11.35.00.dat,-0.02
57936.16.11.22.11.36.00.dat,0
57937.16.11.22.11.37.00.dat,0.27
57938.16.11.22.11.38.00.dat,-0.07
57939.16.11.22.11.39.00.dat,-0.32
57941.16.11.22.11.41.00.dat,1
57942.16.11.22.11.42.00.dat,-0.23
57943.16.11.22.11.43.00.dat,0.29
57944.16.11.22.11.44.00.dat,-0.17
57945.16.11.22.11.45.00.dat,-0.2
57946.16.11.22.11.46.00.dat,0.34
57947.16.11.22.11.47.00.dat,0.43
57948.16.11.22.11.48.00.dat,0.44
57949.16.11.22.11.49.00.dat,0.4
57950.16.11.22.11.50.00.dat,-0.16
57951.16.11.22.11.51.00.dat,0.27
57952.16.11.22.11.52.00.dat,0.15
57953.16.11.22.11.53.00.dat,-0.04
57954.16.11.22.11.54.00.dat,-0.32
57955.16.11.22.11.55.00.dat,1.55
57957.16.11.22.11.57.00.dat,0.13
57958.16.11.22.11.58.00.dat,0.67
57959.16.11.22.11.59.00.dat,0.48
57960.16.11.22.12.00.00.dat,0.41
57961.16.11.22.12.01.00.dat,-0.5
57962.16.11.22.12.02.00.dat,-0.41
57963.16.11.22.12.03.00.dat,-0.28
57965.16.11.22.12.05.00.dat,0.31
57966.16.11.22.12.06.00.dat,0.08
57967.16.11.22.12.07.00.dat,-0.13
57968.16.11.22.12.08.00.dat,0.58
57969.16.11.22.12.09.00.dat,0.86
57970.16.11.22.12.10.00.dat,0.56
57971.16.11.22.12.11.00.dat,0.36
57972.16.11.22.12.12.00.dat,0.02
57973.16.11.22.12.13.00.dat,0.25
57974.16.11.22.12.14.00.dat,-0.08
57975.16.11.22.12.15.00.dat,-0.23
57976.16.11.22.12.16.00.dat,-0.26
57978.16.11.22.12.18.00.dat,-0.3
57979.16.11.22.12.19.00.dat,0.76
57980.16.11.22.12.20.00.dat,-0.14
57981.16.11.22.12.21.00.dat,-0.29
57982.16.11.22.12.22.00.dat,-0.13
57983.16.11.22.12.23.00.dat,-0.08
57984.16.11.22.12.24.00.dat,0.08
57985.16.11.22.12.25.00.dat,0.53
57986.16.11.22.12.26.00.dat,-0.12
57987.16.11.22.12.27.00.dat,0.29
57988.16.11.22.12.28.00.dat,1.35
57991.16.11.22.12.31.00.dat,0.55
57992.16.11.22.12.32.00.dat,0.03
57993.16.11.22.12.33.00.dat,0.19
57994.16.11.22.12.34.00.dat,0.31
57995.16.11.22.12.35.00.dat,0.26
57996.16.11.22.12.36.00.dat,-0.12
57997.16.11.22.12.37.00.dat,-0.17
57998.16.11.22.12.38.00.dat,-0.12
57999.16.11.22.12.39.00.dat,-0.16
58000.16.11.22.12.40.00.dat,0.01
58001.16.11.22.12.41.00.dat,0.24
58002.16.11.22.12.42.00.dat,0.3
58003.16.11.22.12.43.00.dat,0.37
58004.16.11.22.12.44.00.dat,-0.14
58005.16.11.22.12.45.00.dat,1
58007.16.11.22.12.47.00.dat,-0.29
58008.16.11.22.12.48.00.dat,0.22
58009.16.11.22.12.49.00.dat,-0.35
58010.16.11.22.12.50.00.dat,0.84
58011.16.11.22.12.51.00.dat,0.16
58012.16.11.22.12.52.00.dat,0.07
58013.16.11.22.12.53.00.dat,0.34
58014.16.11.22.12.54.00.dat,0.2
58015.16.11.22.12.55.00.dat,0.71
58016.16.11.22.12.56.00.dat,-0.12
58017.16.11.22.12.57.00.dat,0.32
58018.16.11.22.12.58.00.dat,0.82
58020.16.11.22.13.00.00.dat,-0.13
58021.16.11.22.13.01.00.dat,0.82
58024.16.11.22.13.04.00.dat,0.23
58025.16.11.22.13.05.00.dat,0.02
58026.16.11.22.13.06.00.dat,-0.28
58027.16.11.22.13.07.00.dat,0.19
58029.16.11.22.13.09.00.dat,-0.1
58030.16.11.22.13.10.00.dat,0.33
58031.16.11.22.13.11.00.dat,0.94
58032.16.11.22.13.12.00.dat,-0.48
58033.16.11.22.13.13.00.dat,0.81
58034.16.11.22.13.14.00.dat,-0.21
58035.16.11.22.13.15.00.dat,0.19
58036.16.11.22.13.16.00.dat,-0.05
58037.16.11.22.13.17.00.dat,-0.12
58038.16.11.22.13.18.00.dat,1.76
58040.16.11.22.13.20.00.dat,-0.03
58041.16.11.22.13.21.00.dat,0.79
58043.16.11.22.13.23.00.dat,0
58044.16.11.22.13.24.00.dat,0.46
58045.16.11.22.13.25.00.dat,-0.27
58046.16.11.22.13.26.00.dat,0
58047.16.11.22.13.27.00.dat,0.21
58048.16.11.22.13.28.00.dat,-0.1
58049.16.11.22.13.29.00.dat,-0.11
58050.16.11.22.13.30.00.dat,0.12
58052.16.11.22.13.32.00.dat,0.19
58053.16.11.22.13.33.00.dat,0
58054.16.11.22.13.34.00.dat,0.98
58055.16.11.22.13.35.00.dat,-0.28
58056.16.11.22.13.36.00.dat,-0.29
58057.16.11.22.13.37.00.dat,-0.45
58058.16.11.22.13.38.00.dat,0.24
58059.16.11.22.13.39.00.dat,-0.2
58060.16.11.22.13.40.00.dat,0.18
58061.16.11.22.13.41.00.dat,0.28
58062.16.11.22.13.42.00.dat,-0.01
58063.16.11.22.13.43.00.dat,-0.43
58064.16.11.22.13.44.00.dat,-0.15
58065.16.11.22.13.45.00.dat,0.44
58066.16.11.22.13.46.00.dat,-0.32
58067.16.11.22.13.47.00.dat,0.17
58068.16.11.22.13.48.00.dat,0.08
58069.16.11.22.13.49.00.dat,0.29
58070.16.11.22.13.50.00.dat,0.28
58072.16.11.22.13.52.00.dat,0.21
58074.16.11.22.13.54.00.dat,0.9
58075.16.11.22.13.55.00.dat,0.38
58077.16.11.22.13.57.00.dat,0.27
58079.16.11.22.13.59.00.dat,-0.31
58080.16.11.22.14.00.00.dat,-0.3
58081.16.11.22.14.01.00.dat,-0.25
58084.16.11.22.14.04.00.dat,0.36
58086.16.11.22.14.06.00.dat,0.35
58087.16.11.22.14.07.00.dat,0.03
58088.16.11.22.14.08.00.dat,0.7
58089.16.11.22.14.09.00.dat,-0.13
58090.16.11.22.14.10.00.dat,-0.22
58091.16.11.22.14.11.00.dat,-0.03
58092.16.11.22.14.12.00.dat,0.01
58094.16.11.22.14.14.00.dat,-0.31
58095.16.11.22.14.15.00.dat,-0.12
58096.16.11.22.14.16.00.dat,1.18
58097.16.11.22.14.17.00.dat,-0.01
58098.16.11.22.14.18.00.dat,-0.32
58100.16.11.22.14.20.00.dat,0.19
58102.16.11.22.14.22.00.dat,0.42
58103.16.11.22.14.23.00.dat,-0.17
58105.16.11.22.14.25.00.dat,0.97
58106.16.11.22.14.26.00.dat,0.07
58107.16.11.22.14.27.00.dat,0.08
58108.16.11.22.14.28.00.dat,-0.08
58112.16.11.22.14.32.00.dat,-0.1
58113.16.11.22.14.33.00.dat,0
58116.16.11.22.14.36.00.dat,0.73
58117.16.11.22.14.37.00.dat,0.16
58118.16.11.22.14.38.00.dat,0.02
58120.16.11.22.14.40.00.dat,0.5
58121.16.11.22.14.41.00.dat,0.2
58122.16.11.22.14.42.00.dat,-0.12
58127.16.11.22.14.47.00.dat,0.3
58128.16.11.22.14.48.00.dat,-0.28
58129.16.11.22.14.49.00.dat,-0.22
58132.16.11.22.14.52.00.dat,0.78
58135.16.11.22.14.55.00.dat,0.65
58136.16.11.22.14.56.00.dat,0.31
58137.16.11.22.14.57.00.dat,-0.11
58140.16.11.22.15.00.00.dat,-0.05
58142.16.11.22.15.02.00.dat,-0.1
58143.16.11.22.15.03.00.dat,-0.09
58145.16.11.22.15.05.00.dat,0.35
58147.16.11.22.15.07.00.dat,0.11
58148.16.11.22.15.08.00.dat,0.08
58150.16.11.22.15.10.00.dat,0.14
58151.16.11.22.15.11.00.dat,0.04
58156.16.11.22.15.16.00.dat,0.53
58157.16.11.22.15.17.00.dat,0.67
58159.16.11.22.15.19.00.dat,-0.02
58162.16.11.22.15.22.00.dat,0.05
58163.16.11.22.15.23.00.dat,0.06
58164.16.11.22.15.24.00.dat,0.36
58170.16.11.22.15.30.00.dat,0.94
58173.16.11.22.15.33.00.dat,-0.09
58175.16.11.22.15.35.00.dat,0.79
58176.16.11.22.15.36.00.dat,0.26
58177.16.11.22.15.37.00.dat,-0.25
58178.16.11.22.15.38.00.dat,-0.15
58181.16.11.22.15.41.00.dat,0.18
58182.16.11.22.15.42.00.dat,-0.03
58183.16.11.22.15.43.00.dat,0.22
58189.16.11.22.15.49.00.dat,-0.1
58190.16.11.22.15.50.00.dat,0.4
58191.16.11.22.15.51.00.dat,0.47
58193.16.11.22.15.53.00.dat,-0.16
58195.16.11.22.15.55.00.dat,0.11
58198.16.11.22.15.58.00.dat,0.9
58201.16.11.22.16.01.00.dat,0.51
58205.16.11.22.16.05.00.dat,0.15
58206.16.11.22.16.06.00.dat,0.71
58208.16.11.22.16.08.00.dat,0.19
58209.16.11.22.16.09.00.dat,-0.06
58210.16.11.22.16.10.00.dat,-0.29
58212.16.11.22.16.12.00.dat,0
58213.16.11.22.16.13.00.dat,0.39
58218.16.11.22.16.18.00.dat,-0.08
58221.16.11.22.16.21.00.dat,0.1
58222.16.11.22.16.22.00.dat,1.25
58223.16.11.22.16.23.00.dat,-0.08
58228.16.11.22.16.28.00.dat,0.02
58229.16.11.22.16.29.00.dat,-0.18
58233.16.11.22.16.33.00.dat,-0.26
58234.16.11.22.16.34.00.dat,-0.19
58235.16.11.22.16.35.00.dat,-0.18
58236.16.11.22.16.36.00.dat,0.11
58237.16.11.22.16.37.00.dat,0.48
58239.16.11.22.16.39.00.dat,-0.25
58240.16.11.22.16.40.00.dat,-0.25
58241.16.11.22.16.41.00.dat,-0.07
58242.16.11.22.16.42.00.dat,-0.24
58243.16.11.22.16.43.00.dat,0.75
58244.16.11.22.16.44.00.dat,-0.18
58245.16.11.22.16.45.00.dat,-0.33
58246.16.11.22.16.46.00.dat,-0.14
58250.16.11.22.16.50.00.dat,0.03
58251.16.11.22.16.51.00.dat,-0.24
58253.16.11.22.16.53.00.dat,-0.47
58255.16.11.22.16.55.00.dat,0.08
58256.16.11.22.16.56.00.dat,-0.26
58257.16.11.22.16.57.00.dat,-0.37
58258.16.11.22.16.58.00.dat,0.6
58262.16.11.22.17.02.00.dat,1.31
58263.16.11.22.17.03.00.dat,0.35
58264.16.11.22.17.04.00.dat,0.31
58270.16.11.22.17.10.00.dat,0.16
58275.16.11.22.17.15.00.dat,0.91
58278.16.11.22.17.18.00.dat,0.21
58283.16.11.22.17.23.00.dat,-0.23
58286.16.11.22.17.26.00.dat,1.3
58291.16.11.22.17.31.00.dat,0.21
58301.16.11.22.17.41.00.dat,-0.33
58305.16.11.22.17.45.00.dat,-0.05
58307.16.11.22.17.47.00.dat,0.14
58308.16.11.22.17.48.00.dat,0.05
58312.16.11.22.17.52.00.dat,0.64
58313.16.11.22.17.53.00.dat,0.28
58315.16.11.22.17.55.00.dat,0.64
58323.16.11.22.18.03.00.dat,-0.04
58327.16.11.22.18.07.00.dat,0
58330.16.11.22.18.10.00.dat,-0.05
58331.16.11.22.18.11.00.dat,0.63
58333.16.11.22.18.13.00.dat,0.3
58334.16.11.22.18.14.00.dat,0.01
58335.16.11.22.18.15.00.dat,-0.32
58336.16.11.22.18.16.00.dat,0.74
58338.16.11.22.18.18.00.dat,1.96
58340.16.11.22.18.20.00.dat,-0.04
58342.16.11.22.18.22.00.dat,-0.11
58343.16.11.22.18.23.00.dat,0.29
58345.16.11.22.18.25.00.dat,-0.14
58348.16.11.22.18.28.00.dat,-0.14
58350.16.11.22.18.30.00.dat,0.36
58358.16.11.22.18.38.00.dat,-0.06
58362.16.11.22.18.42.00.dat,-0.11
58364.16.11.22.18.44.00.dat,0.09
58368.16.11.22.18.48.00.dat,-0.32
58372.16.11.22.18.52.00.dat,0.18
58373.16.11.22.18.53.00.dat,0.3
58374.16.11.22.18.54.00.dat,0.18
58378.16.11.22.18.58.00.dat,0.48
58385.16.11.22.19.05.00.dat,-0.23
58386.16.11.22.19.06.00.dat,-0.21
58388.16.11.22.19.08.00.dat,0.51
58389.16.11.22.19.09.00.dat,0.64
58390.16.11.22.19.10.00.dat,0.68
58398.16.11.22.19.18.00.dat,0.36
58399.16.11.22.19.19.00.dat,0.21
58400.16.11.22.19.20.00.dat,0.01
58404.16.11.22.19.24.00.dat,-0.2
58406.16.11.22.19.26.00.dat,0.38
58407.16.11.22.19.27.00.dat,0.15
58409.16.11.22.19.29.00.dat,-0.11
58416.16.11.22.19.36.00.dat,-0.01
58419.16.11.22.19.39.00.dat,-0.17
58422.16.11.22.19.42.00.dat,0
58428.16.11.22.19.48.00.dat,0.19
58435.16.11.22.19.55.00.dat,-0.19
58438.16.11.22.19.58.00.dat,0.72
58440.16.11.22.20.00.00.dat,0.9
58446.16.11.22.20.06.00.dat,0.33
58449.16.11.22.20.09.00.dat,-0.35
58452.16.11.22.20.12.00.dat,0.27
58453.16.11.22.20.13.00.dat,0.58
58455.16.11.22.20.15.00.dat,0.48
58457.16.11.22.20.17.00.dat,1
58462.16.11.22.20.22.00.dat,-0.04
58471.16.11.22.20.31.00.dat,0.03
58473.16.11.22.20.33.00.dat,-0.02
58474.16.11.22.20.34.00.dat,0.47
58484.16.11.22.20.44.00.dat,-0.02
58490.16.11.22.20.50.00.dat,0.31
58494.16.11.22.20.54.00.dat,-0.11
58495.16.11.22.20.55.00.dat,-0.07
58500.16.11.22.21.00.00.dat,0.34
58503.16.11.22.21.03.00.dat,-0.08
58504.16.11.22.21.04.00.dat,0.33
58505.16.11.22.21.05.00.dat,1.21
58507.16.11.22.21.07.00.dat,0.07
58508.16.11.22.21.08.00.dat,0.05
58515.16.11.22.21.15.00.dat,-0.12
58516.16.11.22.21.16.00.dat,-0.24
58521.16.11.22.21.21.00.dat,-0.06
58522.16.11.22.21.22.00.dat,0.15
58523.16.11.22.21.23.00.dat,0.04
58530.16.11.22.21.30.00.dat,0.88
58531.16.11.22.21.31.00.dat,0.81
58532.16.11.22.21.32.00.dat,-0.28
58534.16.11.22.21.34.00.dat,0.37
58537.16.11.22.21.37.00.dat,0.09
58538.16.11.22.21.38.00.dat,0.52
58539.16.11.22.21.39.00.dat,-0.27
58540.16.11.22.21.40.00.dat,-0.22
58541.16.11.22.21.41.00.dat,0.13
58545.16.11.22.21.45.00.dat,0.05
58546.16.11.22.21.46.00.dat,0.25
58548.16.11.22.21.48.00.dat,0.18
58552.16.11.22.21.52.00.dat,-0.05
58553.16.11.22.21.53.00.dat,-0.11
58564.16.11.22.22.04.00.dat,0.58
58566.16.11.22.22.06.00.dat,0.01
58568.16.11.22.22.08.00.dat,-0.14
58569.16.11.22.22.09.00.dat,0.16
58570.16.11.22.22.10.00.dat,0.39
58573.16.11.22.22.13.00.dat,0.04
58578.16.11.22.22.18.00.dat,0.5
58588.16.11.22.22.28.00.dat,-0.01
58591.16.11.22.22.31.00.dat,0.69
58592.16.11.22.22.32.00.dat,-0.11
58593.16.11.22.22.33.00.dat,0.29
58594.16.11.22.22.34.00.dat,-0.12
58596.16.11.22.22.36.00.dat,-0.25
58603.16.11.22.22.43.00.dat,0.1
58604.16.11.22.22.44.00.dat,0.07
58605.16.11.22.22.45.00.dat,0.06
58611.16.11.22.22.51.00.dat,0.1
58620.16.11.22.23.00.00.dat,0.04
58621.16.11.22.23.01.00.dat,0.76
58622.16.11.22.23.02.00.dat,0.36
58623.16.11.22.23.03.00.dat,0.36
58626.16.11.22.23.06.00.dat,0.44
58628.16.11.22.23.08.00.dat,0.21
58629.16.11.22.23.09.00.dat,0.17
58630.16.11.22.23.10.00.dat,0.12
58634.16.11.22.23.14.00.dat,-0.22
58636.16.11.22.23.16.00.dat,-0.13
58637.16.11.22.23.17.00.dat,0.62
58638.16.11.22.23.18.00.dat,0.13
58647.16.11.22.23.27.00.dat,0.45
58654.16.11.22.23.34.00.dat,0.12
58655.16.11.22.23.35.00.dat,0.44
58659.16.11.22.23.39.00.dat,0.11
58661.16.11.22.23.41.00.dat,0.06
58663.16.11.22.23.43.00.dat,0.55
58669.16.11.22.23.49.00.dat,1.03
58671.16.11.22.23.51.00.dat,-0.09
58673.16.11.22.23.53.00.dat,-0.05
58675.16.11.22.23.55.00.dat,0.11
58679.16.11.22.23.59.00.dat,0.04
58680.16.11.23.00.00.00.dat,0.08
58681.16.11.23.00.01.00.dat,0.1
58686.16.11.23.00.06.00.dat,0.31
58687.16.11.23.00.07.00.dat,-0.11
58689.16.11.23.00.09.00.dat,0.1
58690.16.11.23.00.10.00.dat,0.08
58693.16.11.23.00.13.00.dat,0.18
58695.16.11.23.00.15.00.dat,-0.25
58700.16.11.23.00.20.00.dat,-0.21
58701.16.11.23.00.21.00.dat,-0.31
58702.16.11.23.00.22.00.dat,0.85
58706.16.11.23.00.26.00.dat,0.35
58710.16.11.23.00.30.00.dat,-0.08
58713.16.11.23.00.33.00.dat,-0.04
58714.16.11.23.00.34.00.dat,0.66
58715.16.11.23.00.35.00.dat,-0.16
58718.16.11.23.00.38.00.dat,-0.04
58719.16.11.23.00.39.00.dat,0
58720.16.11.23.00.40.00.dat,-0.01
58721.16.11.23.00.41.00.dat,-0.14
58722.16.11.23.00.42.00.dat,-0.25
58728.16.11.23.00.48.00.dat,-0.1
58732.16.11.23.00.52.00.dat,0.88
58735.16.11.23.00.55.00.dat,0.37
58736.16.11.23.00.56.00.dat,-0.18
58737.16.11.23.00.57.00.dat,-0.13
58739.16.11.23.00.59.00.dat,0.1
58740.16.11.23.01.00.00.dat,0.04
58741.16.11.23.01.01.00.dat,-0.2
58742.16.11.23.01.02.00.dat,0.26
58743.16.11.23.01.03.00.dat,0.29
58744.16.11.23.01.04.00.dat,-0.15
58749.16.11.23.01.09.00.dat,0.24
58752.16.11.23.01.12.00.dat,0.07
58755.16.11.23.01.15.00.dat,0.5
58756.16.11.23.01.16.00.dat,0.47
58757.16.11.23.01.17.00.dat,0.02
58758.16.11.23.01.18.00.dat,-0.12
58760.16.11.23.01.20.00.dat,0.22
58763.16.11.23.01.23.00.dat,-0.4
58764.16.11.23.01.24.00.dat,0.42
58768.16.11.23.01.28.00.dat,-0.15
58770.16.11.23.01.30.00.dat,-0.3
58772.16.11.23.01.32.00.dat,-0.21
58773.16.11.23.01.33.00.dat,0.12
58775.16.11.23.01.35.00.dat,-0.1
58779.16.11.23.01.39.00.dat,0.63
58780.16.11.23.01.40.00.dat,0.54
58781.16.11.23.01.41.00.dat,-0.26
58782.16.11.23.01.42.00.dat,-0.23
58783.16.11.23.01.43.00.dat,-0.32
58786.16.11.23.01.46.00.dat,-0.19
58790.16.11.23.01.50.00.dat,0.24
58792.16.11.23.01.52.00.dat,-0.02
58793.16.11.23.01.53.00.dat,-0.01
58795.16.11.23.01.55.00.dat,0.26
58804.16.11.23.02.04.00.dat,0.02
58805.16.11.23.02.05.00.dat,0.2
58807.16.11.23.02.07.00.dat,0.09
58814.16.11.23.02.14.00.dat,0.32
58818.16.11.23.02.18.00.dat,0.08
58821.16.11.23.02.21.00.dat,0.26
58824.16.11.23.02.24.00.dat,-0.28
58828.16.11.23.02.28.00.dat,0.51
58831.16.11.23.02.31.00.dat,0.89
58832.16.11.23.02.32.00.dat,0.26
58835.16.11.23.02.35.00.dat,0.05
58836.16.11.23.02.36.00.dat,0.3
58838.16.11.23.02.38.00.dat,-0.27
58840.16.11.23.02.40.00.dat,0.25
58841.16.11.23.02.41.00.dat,0.17
58842.16.11.23.02.42.00.dat,-0.05
58843.16.11.23.02.43.00.dat,0.25
58844.16.11.23.02.44.00.dat,0.51
58845.16.11.23.02.45.00.dat,-0.17
