Seg2File,Mw
34198.16.11.05.23.58.00.dat,0.17
34199.16.11.05.23.59.00.dat,0.01
34200.16.11.06.00.00.00.dat,0.58
34203.16.11.06.00.03.00.dat,0.61
34205.16.11.06.00.05.00.dat,-0.33
34207.16.11.06.00.07.00.dat,-0.37
34209.16.11.06.00.09.00.dat,0.03
34210.16.11.06.00.10.00.dat,-0.23
34213.16.11.06.00.13.00.dat,0.3
34215.16.11.06.00.15.00.dat,0.44
34216.16.11.06.00.16.00.dat,0.03
34217.16.11.06.00.17.00.dat,-0.28
34219.16.11.06.00.19.00.dat,-0.21
34222.16.11.06.00.22.00.dat,0.52
34223.16.11.06.00.23.00.dat,0.65
34225.16.11.06.00.25.00.dat,-0.17
34226.16.11.06.00.26.00.dat,0
34227.16.11.06.00.27.00.dat,0.27
34229.16.11.06.00.29.00.dat,0.03
34231.16.11.06.00.31.00.dat,0.29
34233.16.11.06.00.33.00.dat,-0.41
34234.16.11.06.00.34.00.dat,-0.52
34236.16.11.06.00.36.00.dat,-0.37
34237.16.11.06.00.37.00.dat,0.62
34238.16.11.06.00.38.00.dat,-0.22
34239.16.11.06.00.39.00.dat,-0.04
34240.16.11.06.00.40.00.dat,-0.5
34242.16.11.06.00.42.00.dat,0.9
34244.16.11.06.00.44.00.dat,-0.36
34245.16.11.06.00.45.00.dat,0.49
34247.16.11.06.00.47.00.dat,-0.3
34248.16.11.06.00.48.00.dat,-0.27
34250.16.11.06.00.50.00.dat,0.36
34251.16.11.06.00.51.00.dat,-0.07
34252.16.11.06.00.52.00.dat,0.62
34254.16.11.06.00.54.00.dat,-0.24
34255.16.11.06.00.55.00.dat,0.36
34256.16.11.06.00.56.00.dat,0.07
34257.16.11.06.00.57.00.dat,0.08
34258.16.11.06.00.58.00.dat,0.2
34261.16.11.06.01.01.00.dat,0.47
34267.16.11.06.01.07.00.dat,-0.14
34268.16.11.06.01.08.00.dat,-0.08
34269.16.11.06.01.09.00.dat,0.28
34271.16.11.06.01.11.00.dat,0.33
34273.16.11.06.01.13.00.dat,0.12
34275.16.11.06.01.15.00.dat,-0.22
34276.16.11.06.01.16.00.dat,-0.29
34277.16.11.06.01.17.00.dat,0.32
34280.16.11.06.01.20.00.dat,-0.01
34281.16.11.06.01.21.00.dat,0.23
34282.16.11.06.01.22.00.dat,0.6
34284.16.11.06.01.24.00.dat,-0.48
34288.16.11.06.01.28.00.dat,-0.28
34290.16.11.06.01.30.00.dat,0.77
34291.16.11.06.01.31.00.dat,-0.46
34295.16.11.06.01.35.00.dat,0.06
34298.16.11.06.01.38.00.dat,-0.18
34299.16.11.06.01.39.00.dat,0.39
34301.16.11.06.01.41.00.dat,0.18
34304.16.11.06.01.44.00.dat,0.26
34307.16.11.06.01.47.00.dat,-0.4
34308.16.11.06.01.48.00.dat,-0.3
34310.16.11.06.01.50.00.dat,0.05
34312.16.11.06.01.52.00.dat,0.7
34313.16.11.06.01.53.00.dat,-0.32
34314.16.11.06.01.54.00.dat,-0.17
34316.16.11.06.01.56.00.dat,-0.35
34317.16.11.06.01.57.00.dat,0.74
34318.16.11.06.01.58.00.dat,0.11
34319.16.11.06.01.59.00.dat,-0.06
34321.16.11.06.02.01.00.dat,-0.19
34325.16.11.06.02.05.00.dat,-0.13
34326.16.11.06.02.06.00.dat,-0.43
34328.16.11.06.02.08.00.dat,0.41
34330.16.11.06.02.10.00.dat,0.39
34331.16.11.06.02.11.00.dat,0.67
34333.16.11.06.02.13.00.dat,0.21
34334.16.11.06.02.14.00.dat,-0.36
34336.16.11.06.02.16.00.dat,-0.26
34337.16.11.06.02.17.00.dat,-0.3
34338.16.11.06.02.18.00.dat,-0.39
34341.16.11.06.02.21.00.dat,-0.17
34344.16.11.06.02.24.00.dat,0.15
34345.16.11.06.02.25.00.dat,-0.15
34346.16.11.06.02.26.00.dat,-0.07
34347.16.11.06.02.27.00.dat,-0.03
34349.16.11.06.02.29.00.dat,-0.09
34350.16.11.06.02.30.00.dat,-0.36
34352.16.11.06.02.32.00.dat,0.41
34353.16.11.06.02.33.00.dat,0.39
34354.16.11.06.02.34.00.dat,1.23
34357.16.11.06.02.37.00.dat,0.05
34358.16.11.06.02.38.00.dat,-0.43
34359.16.11.06.02.39.00.dat,0.21
34360.16.11.06.02.40.00.dat,-0.34
34361.16.11.06.02.41.00.dat,-0.53
34364.16.11.06.02.44.00.dat,0.25
34365.16.11.06.02.45.00.dat,-0.56
34366.16.11.06.02.46.00.dat,-0.01
34367.16.11.06.02.47.00.dat,0.11
34369.16.11.06.02.49.00.dat,0.21
34370.16.11.06.02.50.00.dat,0.46
34371.16.11.06.02.51.00.dat,0.29
34372.16.11.06.02.52.00.dat,0.14
34375.16.11.06.02.55.00.dat,0.23
34376.16.11.06.02.56.00.dat,-0.14
34377.16.11.06.02.57.00.dat,-0.11
34378.16.11.06.02.58.00.dat,-0.21
34379.16.11.06.02.59.00.dat,-0.01
34381.16.11.06.03.01.00.dat,-0.45
34382.16.11.06.03.02.00.dat,-0.32
34383.16.11.06.03.03.00.dat,0.24
34385.16.11.06.03.05.00.dat,-0.01
34386.16.11.06.03.06.00.dat,-0.07
34388.16.11.06.03.08.00.dat,-0.55
34389.16.11.06.03.09.00.dat,-0.55
34390.16.11.06.03.10.00.dat,0.12
34392.16.11.06.03.12.00.dat,-0.05
34394.16.11.06.03.14.00.dat,0.21
34395.16.11.06.03.15.00.dat,-0.03
34397.16.11.06.03.17.00.dat,-0.54
34398.16.11.06.03.18.00.dat,0.72
34399.16.11.06.03.19.00.dat,0.11
34400.16.11.06.03.20.00.dat,-0.34
34403.16.11.06.03.23.00.dat,0.11
34404.16.11.06.03.24.00.dat,-0.31
34405.16.11.06.03.25.00.dat,0.07
34406.16.11.06.03.26.00.dat,-0.23
34407.16.11.06.03.27.00.dat,0.5
34409.16.11.06.03.29.00.dat,-0.16
34410.16.11.06.03.30.00.dat,0.48
34411.16.11.06.03.31.00.dat,0.45
34412.16.11.06.03.32.00.dat,-0.25
34416.16.11.06.03.36.00.dat,-0.18
34417.16.11.06.03.37.00.dat,-0.39
34422.16.11.06.03.42.00.dat,-0.51
34423.16.11.06.03.43.00.dat,-0.12
34424.16.11.06.03.44.00.dat,0.5
34425.16.11.06.03.45.00.dat,0.04
34426.16.11.06.03.46.00.dat,-0.49
34427.16.11.06.03.47.00.dat,-0.38
34428.16.11.06.03.48.00.dat,-0.09
34429.16.11.06.03.49.00.dat,-0.1
34431.16.11.06.03.51.00.dat,-0.44
34432.16.11.06.03.52.00.dat,-0.27
34433.16.11.06.03.53.00.dat,0.46
34434.16.11.06.03.54.00.dat,0.09
34435.16.11.06.03.55.00.dat,0.09
34436.16.11.06.03.56.00.dat,-0.51
34437.16.11.06.03.57.00.dat,0.27
34438.16.11.06.03.58.00.dat,0.08
34439.16.11.06.03.59.00.dat,-0.26
34440.16.11.06.04.00.00.dat,-0.05
34441.16.11.06.04.01.00.dat,0.78
34442.16.11.06.04.02.00.dat,-0.09
34444.16.11.06.04.04.00.dat,-0.14
34446.16.11.06.04.06.00.dat,-0.3
34449.16.11.06.04.09.00.dat,-0.46
34451.16.11.06.04.11.00.dat,0.43
34453.16.11.06.04.13.00.dat,-0.09
34454.16.11.06.04.14.00.dat,0.16
34455.16.11.06.04.15.00.dat,-0.52
34456.16.11.06.04.16.00.dat,-0.35
34458.16.11.06.04.18.00.dat,-0.23
34459.16.11.06.04.19.00.dat,-0.1
34460.16.11.06.04.20.00.dat,0.11
34461.16.11.06.04.21.00.dat,-0.07
34464.16.11.06.04.24.00.dat,0.16
34465.16.11.06.04.25.00.dat,-0.49
34466.16.11.06.04.26.00.dat,-0.38
34468.16.11.06.04.28.00.dat,-0.29
34470.16.11.06.04.30.00.dat,0.07
34471.16.11.06.04.31.00.dat,-0.39
34472.16.11.06.04.32.00.dat,0.17
34474.16.11.06.04.34.00.dat,-0.01
34475.16.11.06.04.35.00.dat,0.62
34476.16.11.06.04.36.00.dat,-0.03
34478.16.11.06.04.38.00.dat,0.34
34479.16.11.06.04.39.00.dat,-0.26
34480.16.11.06.04.40.00.dat,0.31
34483.16.11.06.04.43.00.dat,-0.09
34485.16.11.06.04.45.00.dat,-0.44
34486.16.11.06.04.46.00.dat,0.83
34488.16.11.06.04.48.00.dat,-0.39
34489.16.11.06.04.49.00.dat,0.07
34493.16.11.06.04.53.00.dat,0.03
34494.16.11.06.04.54.00.dat,-0.41
34496.16.11.06.04.56.00.dat,-0.35
34499.16.11.06.04.59.00.dat,0.39
34501.16.11.06.05.01.00.dat,0.05
34503.16.11.06.05.03.00.dat,-0.13
34504.16.11.06.05.04.00.dat,-0.18
34505.16.11.06.05.05.00.dat,-0.11
34506.16.11.06.05.06.00.dat,0.2
34509.16.11.06.05.09.00.dat,-0.36
34510.16.11.06.05.10.00.dat,-0.35
34512.16.11.06.05.12.00.dat,-0.07
34513.16.11.06.05.13.00.dat,-0.13
34514.16.11.06.05.14.00.dat,0.02
34516.16.11.06.05.16.00.dat,-0.17
34517.16.11.06.05.17.00.dat,0.04
34520.16.11.06.05.20.00.dat,-0.13
34521.16.11.06.05.21.00.dat,-0.16
34528.16.11.06.05.28.00.dat,0.56
34530.16.11.06.05.30.00.dat,-0.14
34531.16.11.06.05.31.00.dat,-0.32
34532.16.11.06.05.32.00.dat,-0.5
34533.16.11.06.05.33.00.dat,0.51
34534.16.11.06.05.34.00.dat,-0.01
34538.16.11.06.05.38.00.dat,-0.19
34539.16.11.06.05.39.00.dat,0.25
34541.16.11.06.05.41.00.dat,-0.07
34542.16.11.06.05.42.00.dat,-0.23
34543.16.11.06.05.43.00.dat,0.12
34544.16.11.06.05.44.00.dat,0.04
34546.16.11.06.05.46.00.dat,0.07
34547.16.11.06.05.47.00.dat,-0.2
34550.16.11.06.05.50.00.dat,-0.17
34553.16.11.06.05.53.00.dat,0.5
34554.16.11.06.05.54.00.dat,-0.07
34555.16.11.06.05.55.00.dat,0.39
34556.16.11.06.05.56.00.dat,-0.28
34559.16.11.06.05.59.00.dat,0.39
34563.16.11.06.06.03.00.dat,-0.18
34564.16.11.06.06.04.00.dat,-0.2
34567.16.11.06.06.07.00.dat,-0.01
34568.16.11.06.06.08.00.dat,0.13
34569.16.11.06.06.09.00.dat,0.23
34570.16.11.06.06.10.00.dat,-0.03
34571.16.11.06.06.11.00.dat,-0.28
34573.16.11.06.06.13.00.dat,0.46
34574.16.11.06.06.14.00.dat,0.4
34575.16.11.06.06.15.00.dat,0.03
34576.16.11.06.06.16.00.dat,-0.19
34577.16.11.06.06.17.00.dat,0.21
34580.16.11.06.06.20.00.dat,0.47
34581.16.11.06.06.21.00.dat,-0.12
34584.16.11.06.06.24.00.dat,-0.35
34586.16.11.06.06.26.00.dat,-0.25
34587.16.11.06.06.27.00.dat,0.21
34589.16.11.06.06.29.00.dat,-0.02
34590.16.11.06.06.30.00.dat,-0.24
34593.16.11.06.06.33.00.dat,-0.01
34595.16.11.06.06.35.00.dat,0.23
34599.16.11.06.06.39.00.dat,-0.41
34600.16.11.06.06.40.00.dat,0.18
34601.16.11.06.06.41.00.dat,0.02
34602.16.11.06.06.42.00.dat,-0.15
34604.16.11.06.06.44.00.dat,0.13
34607.16.11.06.06.47.00.dat,0.55
34609.16.11.06.06.49.00.dat,0.27
34611.16.11.06.06.51.00.dat,0.08
34612.16.11.06.06.52.00.dat,0.47
34616.16.11.06.06.56.00.dat,0.29
34620.16.11.06.07.00.00.dat,0.1
34625.16.11.06.07.05.00.dat,-0.38
34627.16.11.06.07.07.00.dat,0.72
34628.16.11.06.07.08.00.dat,-0.24
34629.16.11.06.07.09.00.dat,-0.08
34630.16.11.06.07.10.00.dat,0.16
34634.16.11.06.07.14.00.dat,-0.08
34636.16.11.06.07.16.00.dat,0.25
34638.16.11.06.07.18.00.dat,0.03
34639.16.11.06.07.19.00.dat,-0.07
34640.16.11.06.07.20.00.dat,0.21
34641.16.11.06.07.21.00.dat,-0.22
34643.16.11.06.07.23.00.dat,-0.25
34647.16.11.06.07.27.00.dat,0.66
34648.16.11.06.07.28.00.dat,0.36
34653.16.11.06.07.33.00.dat,-0.25
34654.16.11.06.07.34.00.dat,-0.57
34655.16.11.06.07.35.00.dat,-0.16
34660.16.11.06.07.40.00.dat,-0.11
34661.16.11.06.07.41.00.dat,0.06
34662.16.11.06.07.42.00.dat,0.26
34663.16.11.06.07.43.00.dat,0.44
34664.16.11.06.07.44.00.dat,-0.02
34666.16.11.06.07.46.00.dat,0.5
34667.16.11.06.07.47.00.dat,-0.08
34671.16.11.06.07.51.00.dat,-0.1
34673.16.11.06.07.53.00.dat,-0.04
34674.16.11.06.07.54.00.dat,0.3
34676.16.11.06.07.56.00.dat,-0.15
34679.16.11.06.07.59.00.dat,-0.31
34680.16.11.06.08.00.00.dat,0.27
34683.16.11.06.08.03.00.dat,0.54
34685.16.11.06.08.05.00.dat,-0.36
34686.16.11.06.08.06.00.dat,-0.11
34689.16.11.06.08.09.00.dat,-0.32
34690.16.11.06.08.10.00.dat,0.25
34693.16.11.06.08.13.00.dat,0.31
34694.16.11.06.08.14.00.dat,0.05
34698.16.11.06.08.18.00.dat,0.99
34703.16.11.06.08.23.00.dat,0.08
34707.16.11.06.08.27.00.dat,-0.21
34710.16.11.06.08.30.00.dat,-0.11
34714.16.11.06.08.34.00.dat,-0.15
34715.16.11.06.08.35.00.dat,0.28
34716.16.11.06.08.36.00.dat,0.38
34718.16.11.06.08.38.00.dat,0.18
34720.16.11.06.08.40.00.dat,0.18
34721.16.11.06.08.41.00.dat,0.22
34726.16.11.06.08.46.00.dat,-0.12
34727.16.11.06.08.47.00.dat,0.06
34729.16.11.06.08.49.00.dat,-0.2
34730.16.11.06.08.50.00.dat,-0.02
34732.16.11.06.08.52.00.dat,-0.14
34733.16.11.06.08.53.00.dat,-0.09
34734.16.11.06.08.54.00.dat,-0.15
34735.16.11.06.08.55.00.dat,0.11
34736.16.11.06.08.56.00.dat,0.27
34738.16.11.06.08.58.00.dat,0.33
34745.16.11.06.09.05.00.dat,0.09
34748.16.11.06.09.08.00.dat,-0.11
34749.16.11.06.09.09.00.dat,-0.06
34750.16.11.06.09.10.00.dat,0.25
34754.16.11.06.09.14.00.dat,-0.17
34755.16.11.06.09.15.00.dat,0.46
34759.16.11.06.09.19.00.dat,0.72
34767.16.11.06.09.27.00.dat,-0.07
34768.16.11.06.09.28.00.dat,-0.03
34769.16.11.06.09.29.00.dat,-0.11
34772.16.11.06.09.32.00.dat,0.16
34773.16.11.06.09.33.00.dat,-0.25
34774.16.11.06.09.34.00.dat,0.15
34775.16.11.06.09.35.00.dat,0.18
34776.16.11.06.09.36.00.dat,-0.05
34777.16.11.06.09.37.00.dat,-0.37
34782.16.11.06.09.42.00.dat,0.21
34787.16.11.06.09.47.00.dat,-0.07
34789.16.11.06.09.49.00.dat,-0.25
34797.16.11.06.09.57.00.dat,0.49
34808.16.11.06.10.08.00.dat,0.03
34817.16.11.06.10.17.00.dat,-0.21
34825.16.11.06.10.25.00.dat,-0.11
34827.16.11.06.10.27.00.dat,0.03
34828.16.11.06.10.28.00.dat,0.18
34831.16.11.06.10.31.00.dat,-0.17
34832.16.11.06.10.32.00.dat,0.49
34838.16.11.06.10.38.00.dat,0.06
34844.16.11.06.10.44.00.dat,-0.13
34846.16.11.06.10.46.00.dat,-0.09
34847.16.11.06.10.47.00.dat,0.02
34850.16.11.06.10.50.00.dat,-0.01
34851.16.11.06.10.51.00.dat,-0.04
34861.16.11.06.11.01.00.dat,-0.21
34864.16.11.06.11.04.00.dat,0.38
34865.16.11.06.11.05.00.dat,0.44
34867.16.11.06.11.07.00.dat,-0.41
34868.16.11.06.11.08.00.dat,-0.16
34879.16.11.06.11.19.00.dat,-0.22
34888.16.11.06.11.28.00.dat,-0.08
34895.16.11.06.11.35.00.dat,-0.24
34908.16.11.06.11.48.00.dat,0.03
34912.16.11.06.11.52.00.dat,-0.37
34915.16.11.06.11.55.00.dat,-0.46
34919.16.11.06.11.59.00.dat,-0.1
34921.16.11.06.12.01.00.dat,-0.18
34930.16.11.06.12.10.00.dat,0.05
34931.16.11.06.12.11.00.dat,-0.24
34934.16.11.06.12.14.00.dat,-0.13
34935.16.11.06.12.15.00.dat,-0.05
34936.16.11.06.12.16.00.dat,-0.2
34939.16.11.06.12.19.00.dat,-0.12
34947.16.11.06.12.27.00.dat,-0.27
34954.16.11.06.12.34.00.dat,-0.16
34955.16.11.06.12.35.00.dat,-0.09
34957.16.11.06.12.37.00.dat,-0.33
34959.16.11.06.12.39.00.dat,-0.26
34961.16.11.06.12.41.00.dat,0.07
34962.16.11.06.12.42.00.dat,0.06
34968.16.11.06.12.48.00.dat,0.44
34975.16.11.06.12.55.00.dat,-0.34
34977.16.11.06.12.57.00.dat,-0.18
34980.16.11.06.13.00.00.dat,0.38
34981.16.11.06.13.01.00.dat,0.23
34982.16.11.06.13.02.00.dat,0.07
34984.16.11.06.13.04.00.dat,0.03
34995.16.11.06.13.15.00.dat,-0.38
35000.16.11.06.13.20.00.dat,-0.32
35011.16.11.06.13.31.00.dat,0.35
35012.16.11.06.13.32.00.dat,0.22
35016.16.11.06.13.36.00.dat,-0.18
35017.16.11.06.13.37.00.dat,-0.02
35026.16.11.06.13.46.00.dat,0.33
35036.16.11.06.13.56.00.dat,-0.08
35038.16.11.06.13.58.00.dat,-0.4
35042.16.11.06.14.02.00.dat,0.46
35049.16.11.06.14.09.00.dat,0.02
35051.16.11.06.14.11.00.dat,-0.16
35053.16.11.06.14.13.00.dat,-0.41
35054.16.11.06.14.14.00.dat,-0.35
35060.16.11.06.14.20.00.dat,0.08
35066.16.11.06.14.26.00.dat,0.36
35075.16.11.06.14.35.00.dat,-0.28
35084.16.11.06.14.44.00.dat,0.04
35085.16.11.06.14.45.00.dat,-0.28
35086.16.11.06.14.46.00.dat,-0.3
35088.16.11.06.14.48.00.dat,0.33
35089.16.11.06.14.49.00.dat,0.54
35092.16.11.06.14.52.00.dat,-0.34
35093.16.11.06.14.53.00.dat,-0.24
35095.16.11.06.14.55.00.dat,-0.32
35100.16.11.06.15.00.00.dat,-0.04
35102.16.11.06.15.02.00.dat,-0.45
35104.16.11.06.15.04.00.dat,0.41
35107.16.11.06.15.07.00.dat,0.22
35121.16.11.06.15.21.00.dat,0.06
35122.16.11.06.15.22.00.dat,-0.02
35124.16.11.06.15.24.00.dat,0.3
35141.16.11.06.15.41.00.dat,0.37
35145.16.11.06.15.45.00.dat,0.3
35149.16.11.06.15.49.00.dat,0.44
35150.16.11.06.15.50.00.dat,0.36
35151.16.11.06.15.51.00.dat,-0.14
35153.16.11.06.15.53.00.dat,-0.17
35154.16.11.06.15.54.00.dat,-0.19
35157.16.11.06.15.57.00.dat,-0.14
35159.16.11.06.15.59.00.dat,-0.35
35164.16.11.06.16.04.00.dat,0
35174.16.11.06.16.14.00.dat,-0.19
35175.16.11.06.16.15.00.dat,-0.48
35180.16.11.06.16.20.00.dat,0.06
35185.16.11.06.16.25.00.dat,-0.32
35188.16.11.06.16.28.00.dat,-0.23
35189.16.11.06.16.29.00.dat,0.47
35190.16.11.06.16.30.00.dat,-0.09
35191.16.11.06.16.31.00.dat,-0.51
35197.16.11.06.16.37.00.dat,-0.28
35198.16.11.06.16.38.00.dat,0.03
35201.16.11.06.16.41.00.dat,-0.27
35203.16.11.06.16.43.00.dat,-0.49
35210.16.11.06.16.50.00.dat,0.16
35213.16.11.06.16.53.00.dat,-0.24
35214.16.11.06.16.54.00.dat,0.23
35220.16.11.06.17.00.00.dat,0.37
35221.16.11.06.17.01.00.dat,0.14
35222.16.11.06.17.02.00.dat,-0.2
35225.16.11.06.17.05.00.dat,-0.34
35234.16.11.06.17.14.00.dat,-0.31
35235.16.11.06.17.15.00.dat,-0.47
35236.16.11.06.17.16.00.dat,-0.15
35237.16.11.06.17.17.00.dat,-0.18
35240.16.11.06.17.20.00.dat,-0.21
35241.16.11.06.17.21.00.dat,-0.02
35247.16.11.06.17.27.00.dat,-0.46
35256.16.11.06.17.36.00.dat,-0.49
35257.16.11.06.17.37.00.dat,0.32
35260.16.11.06.17.40.00.dat,-0.11
35269.16.11.06.17.49.00.dat,-0.18
35272.16.11.06.17.52.00.dat,-0.16
35273.16.11.06.17.53.00.dat,0.2
35281.16.11.06.18.01.00.dat,-0.22
35284.16.11.06.18.04.00.dat,0.36
35287.16.11.06.18.07.00.dat,-0.14
35289.16.11.06.18.09.00.dat,0.52
35290.16.11.06.18.10.00.dat,-0.41
35291.16.11.06.18.11.00.dat,-0.24
35304.16.11.06.18.24.00.dat,-0.11
35314.16.11.06.18.34.00.dat,-0.25
35316.16.11.06.18.36.00.dat,-0.44
35317.16.11.06.18.37.00.dat,-0.28
35318.16.11.06.18.38.00.dat,0.7
35321.16.11.06.18.41.00.dat,-0.16
35327.16.11.06.18.47.00.dat,-0.12
35328.16.11.06.18.48.00.dat,-0.12
35333.16.11.06.18.53.00.dat,-0.31
35334.16.11.06.18.54.00.dat,0.08
35346.16.11.06.19.06.00.dat,-0.19
35348.16.11.06.19.08.00.dat,0.15
35349.16.11.06.19.09.00.dat,0.15
35354.16.11.06.19.14.00.dat,-0.21
35364.16.11.06.19.24.00.dat,-0.34
35372.16.11.06.19.32.00.dat,-0.08
35373.16.11.06.19.33.00.dat,-0.23
35375.16.11.06.19.35.00.dat,-0.03
35378.16.11.06.19.38.00.dat,-0.15
35382.16.11.06.19.42.00.dat,0.05
35393.16.11.06.19.53.00.dat,-0.12
35398.16.11.06.19.58.00.dat,-0.14
35399.16.11.06.19.59.00.dat,0.44
35404.16.11.06.20.04.00.dat,-0.28
35406.16.11.06.20.06.00.dat,-0.03
35410.16.11.06.20.10.00.dat,-0.21
35417.16.11.06.20.17.00.dat,-0.22
35419.16.11.06.20.19.00.dat,-0.32
35420.16.11.06.20.20.00.dat,0.47
35422.16.11.06.20.22.00.dat,0.55
35426.16.11.06.20.26.00.dat,0.17
35427.16.11.06.20.27.00.dat,-0.36
35430.16.11.06.20.30.00.dat,-0.19
35432.16.11.06.20.32.00.dat,-0.17
35433.16.11.06.20.33.00.dat,-0.17
35445.16.11.06.20.45.00.dat,0.05
35449.16.11.06.20.49.00.dat,-0.32
35468.16.11.06.21.08.00.dat,-0.02
35469.16.11.06.21.09.00.dat,-0.15
35473.16.11.06.21.13.00.dat,-0.16
35475.16.11.06.21.15.00.dat,-0.53
35477.16.11.06.21.17.00.dat,-0.15
35478.16.11.06.21.18.00.dat,0.12
35479.16.11.06.21.19.00.dat,-0.04
35480.16.11.06.21.20.00.dat,-0.41
35486.16.11.06.21.26.00.dat,-0.2
35498.16.11.06.21.38.00.dat,-0.02
35499.16.11.06.21.39.00.dat,0.08
35501.16.11.06.21.41.00.dat,-0.38
35513.16.11.06.21.53.00.dat,-0.48
35521.16.11.06.22.01.00.dat,-0.49
35523.16.11.06.22.03.00.dat,0.3
35532.16.11.06.22.12.00.dat,-0.02
35533.16.11.06.22.13.00.dat,0.23
35534.16.11.06.22.14.00.dat,0.06
35535.16.11.06.22.15.00.dat,-0.51
35541.16.11.06.22.21.00.dat,-0.45
35549.16.11.06.22.29.00.dat,0.03
35552.16.11.06.22.32.00.dat,-0.42
35555.16.11.06.22.35.00.dat,-0.47
35566.16.11.06.22.46.00.dat,0.02
35574.16.11.06.22.54.00.dat,-0.27
35579.16.11.06.22.59.00.dat,0.01
35607.16.11.06.23.27.00.dat,-0.28
35610.16.11.06.23.30.00.dat,-0.3
35611.16.11.06.23.31.00.dat,-0.09
35613.16.11.06.23.33.00.dat,0.64
35634.16.11.06.23.54.00.dat,-0.23
35639.16.11.06.23.59.00.dat,0.35
35640.16.11.07.00.00.00.dat,-0.45
35648.16.11.07.00.08.00.dat,0.12
35649.16.11.07.00.09.00.dat,0.31
35653.16.11.07.00.13.00.dat,-0.62
35668.16.11.07.00.28.00.dat,-0.52
35679.16.11.07.00.39.00.dat,-0.6
35696.16.11.07.00.56.00.dat,-0.17
35697.16.11.07.00.57.00.dat,-0.16
35698.16.11.07.00.58.00.dat,-0.38
35710.16.11.07.01.10.00.dat,-0.14
35744.16.11.07.01.44.00.dat,-0.43
35747.16.11.07.01.47.00.dat,0.38
35759.16.11.07.01.59.00.dat,-0.29
35763.16.11.07.02.03.00.dat,-0.47
35787.16.11.07.02.27.00.dat,-0.42
35789.16.11.07.02.29.00.dat,-0.04
35799.16.11.07.02.39.00.dat,-0.46
35802.16.11.07.02.42.00.dat,-0.17
35804.16.11.07.02.44.00.dat,-0.28
35809.16.11.07.02.49.00.dat,-0.01
35815.16.11.07.02.55.00.dat,-0.6
35841.16.11.07.03.21.00.dat,0.31
35846.16.11.07.03.26.00.dat,-0.02
35848.16.11.07.03.28.00.dat,0.23
35855.16.11.07.03.35.00.dat,0.34
35856.16.11.07.03.36.00.dat,0.33
35857.16.11.07.03.37.00.dat,-0.3
35896.16.11.07.04.16.00.dat,-0.34
35917.16.11.07.04.37.00.dat,0.37
35919.16.11.07.04.39.00.dat,-0.34
35922.16.11.07.04.42.00.dat,-0.38
35934.16.11.07.04.54.00.dat,0.2
35935.16.11.07.04.55.00.dat,0.32
35941.16.11.07.05.01.00.dat,-0.08
35942.16.11.07.05.02.00.dat,-0.18
35953.16.11.07.05.13.00.dat,-0.02
35957.16.11.07.05.17.00.dat,-0.4
35966.16.11.07.05.26.00.dat,0.15
35967.16.11.07.05.27.00.dat,0.15
35973.16.11.07.05.33.00.dat,-0.46
35980.16.11.07.05.40.00.dat,-0.38
35986.16.11.07.05.46.00.dat,-0.2
35991.16.11.07.05.51.00.dat,-0.43
36007.16.11.07.06.07.00.dat,-0.02
36009.16.11.07.06.09.00.dat,-0.37
36014.16.11.07.06.14.00.dat,-0.36
36022.16.11.07.06.22.00.dat,-0.2
36024.16.11.07.06.24.00.dat,-0.08
36039.16.11.07.06.39.00.dat,-0.06
36049.16.11.07.06.49.00.dat,-0.2
36060.16.11.07.07.00.00.dat,0.4
36062.16.11.07.07.02.00.dat,-0.03
36075.16.11.07.07.15.00.dat,0.06
36077.16.11.07.07.17.00.dat,-0.28
36082.16.11.07.07.22.00.dat,-0.2
36085.16.11.07.07.25.00.dat,0.28
36098.16.11.07.07.38.00.dat,-0.17
36127.16.11.07.08.07.00.dat,-0.02
36147.16.11.07.08.27.00.dat,0.5
36149.16.11.07.08.29.00.dat,0.13
36150.16.11.07.08.30.00.dat,0.07
36162.16.11.07.08.42.00.dat,-0.43
36198.16.11.07.09.18.00.dat,0.11
36208.16.11.07.09.28.00.dat,-0.07
36224.16.11.07.09.44.00.dat,0.37
36230.16.11.07.09.50.00.dat,-0.12
36244.16.11.07.10.04.00.dat,0.35
36251.16.11.07.10.11.00.dat,-0.1
36260.16.11.07.10.20.00.dat,-0.11
36267.16.11.07.10.27.00.dat,0.33
36268.16.11.07.10.28.00.dat,0.48
36273.16.11.07.10.33.00.dat,0.23
36284.16.11.07.10.44.00.dat,0.01
36285.16.11.07.10.45.00.dat,0.79
36286.16.11.07.10.46.00.dat,-0.03
36288.16.11.07.10.48.00.dat,0.36
36299.16.11.07.10.59.00.dat,-0.44
36303.16.11.07.11.03.00.dat,-0.24
36305.16.11.07.11.05.00.dat,0.84
36309.16.11.07.11.09.00.dat,-0.38
36310.16.11.07.11.10.00.dat,-0.33
36312.16.11.07.11.12.00.dat,-0.08
36313.16.11.07.11.13.00.dat,0.09
36314.16.11.07.11.14.00.dat,-0.2
36315.16.11.07.11.15.00.dat,-0.2
36326.16.11.07.11.26.00.dat,0.87
36329.16.11.07.11.29.00.dat,-0.19
36330.16.11.07.11.30.00.dat,-0.35
36332.16.11.07.11.32.00.dat,-0.3
36337.16.11.07.11.37.00.dat,-0.08
36341.16.11.07.11.41.00.dat,-0.03
