X,Y,PP Time (ms),PP Time Error  (ms),Depth (m),Depth Error (m),Month,Day,Hour ,Minute
484266.21,6022025.16,1995.078748,21.4276151,3484.740517,64.13209571,11,4,21,11
484310.59,6021993.52,2001.755613,19.76081648,3504.997803,59.00229198,11,4,21,11
484338.32,6022006.18,1957.37656,28.55818472,3397.734597,61.77615862,11,4,21,12
484230.16,6022059.97,2017.565828,14.55210105,3551.991875,42.50420447,11,4,21,12
484232.93,6022056.8,2019.955119,13.31473165,3559.38633,37.8428582,11,4,21,12
484343.87,6022031.49,1944.143711,39.84747386,3368.028722,86.97311584,11,4,21,13
484338.32,6022018.84,1961.995331,27.59280787,3407.860313,61.28175369,11,4,21,13
484293.95,6021961.88,1932.914348,49.37485842,3341.121602,110.3384118,11,4,21,16
484338.32,6021987.2,1948.826886,33.22641529,3379.172706,71.78534429,11,4,21,17
484343.87,6021993.52,1957.171141,32.10207008,3397.320527,71.06968729,11,4,21,19
484338.32,6021999.85,1944.037054,30.15449302,3367.787976,66.54661568,11,4,21,20
484343.87,6022063.13,1993.146694,18.97559543,3478.914535,56.69763829,11,4,21,21
484310.59,6022037.82,1949.109072,41.13296164,3379.80558,90.69389555,11,4,21,22
484321.68,6021993.52,1987.626654,16.86599855,3463.855322,49.70431552,11,4,21,22
483866.84,6021601.18,1933.517791,55.52227406,3342.680027,125.1855663,11,4,21,23
484352.19,6022047.31,1938.340666,46.37105815,3354.275365,102.4819327,11,4,21,23
484313.36,6021977.7,1990.988372,20.92951687,3472.180537,62.82143076,11,4,21,23
484305.04,6021974.54,1909.946009,59.9173456,3288.635967,136.1913173,11,4,21,24
484343.87,6022025.16,1915.992533,64.61120559,3301.994173,145.8775513,11,4,21,26
484310.59,6021955.55,1933.324205,55.71275825,3342.193099,125.6658602,11,4,21,27
484349.41,6021999.85,1992.470525,21.6703481,3476.81452,64.65023226,11,4,21,28
484310.59,6021999.85,1928.992014,64.77016465,3331.115372,149.7292512,11,4,21,30
484332.77,6021993.52,1933.942296,32.714813,3343.708737,74.34076758,11,4,21,31
484432.62,6022252.98,1962.116792,25.45388141,3408.114754,55.5752703,11,4,21,31
484360.51,6022050.48,1968.024665,25.19408802,3421.012545,58.12730737,11,4,21,34
484332.77,6021955.55,1994.621948,20.93416023,3483.462781,62.27454386,11,4,21,34
484332.77,6022037.82,1962.987725,26.60444768,3410.079622,59.07203764,11,4,21,36
484354.96,6022012.51,1937.599985,38.25387365,3352.512403,85.30991666,11,4,21,37
484371.6,6022050.48,1986.205049,18.71760636,3460.122394,54.779377,11,4,21,38
484332.77,6021987.2,1911.467229,40.80187534,3292.112718,94.58261154,11,4,21,39
484310.59,6021930.24,1954.572033,46.12159815,3391.8856,109.704983,11,4,21,41
484371.6,6022075.79,1934.350818,34.79478407,3344.6694,78.60447312,11,4,21,44
484343.87,6022006.18,1946.630519,29.01124834,3374.099925,63.28438656,11,4,21,44
484321.68,6021993.52,1943.371086,31.93484181,3366.177186,70.51576476,11,4,21,45
484338.32,6022006.18,1873.084299,59.88243855,3191.280955,149.9787733,11,4,21,48
484349.41,6022018.84,1928.04576,39.44815159,3328.837495,91.0448334,11,4,21,48
484354.96,6022006.18,1995.723131,19.63935861,3486.475595,58.66095128,11,4,21,49
484266.21,6021930.24,1937.436189,55.44854293,3352.121919,125.9747738,11,4,21,50
484313.36,6021990.36,1963.526842,27.80603524,3411.229555,62.04641811,11,4,21,50
484349.41,6022056.8,1945.245937,39.35499526,3370.731101,85.76324391,11,4,21,52
484421.52,6022271.96,2000.996685,16.38082398,3502.605493,48.84208264,11,4,21,53
484321.68,6021999.85,2001.237794,18.79855095,3503.357191,56.27542467,11,4,21,57
484266.21,6021936.57,1968.139253,32.74944438,3421.257287,80.99947167,11,4,21,59
484354.96,6021999.85,1970.486596,23.00984268,3426.188977,53.81898246,11,4,22,1
484299.49,6021936.57,2014.861094,29.0149126,3543.62675,83.01481896,11,4,22,1
484338.32,6021999.85,1927.99915,34.41704742,3328.725539,80.06998906,11,4,22,2
484305.04,6021968.21,1940.303308,42.96379452,3358.859421,94.62975815,11,4,22,2
484346.64,6022028.33,1959.576896,30.04100669,3402.592029,66.62075848,11,4,22,7
484324.45,6022028.33,1963.336272,23.92235024,3410.828452,51.94793107,11,4,22,7
484360.51,6022025.16,1972.770758,22.44545878,3431.273001,53.8193501,11,4,22,7
484313.36,6022053.64,1955.227867,41.07183091,3393.300036,94.88640311,11,4,22,8
484363.28,6022059.97,1957.695906,29.60710011,3398.387303,64.51689786,11,4,22,10
484349.41,6022006.18,1978.02684,15.16040954,3442.414845,36.62656116,11,4,22,10
484321.68,6021987.2,1915.444044,62.44502402,3300.881775,141.2483334,11,4,22,12
484366.05,6022075.79,1989.842305,23.86249637,3469.719464,70.55907126,11,4,22,13
484293.95,6021949.23,1989.996725,23.389129,3470.025048,69.34860176,11,4,22,15
484349.41,6022012.51,1933.251244,49.86720285,3342.006259,111.1615146,11,4,22,16
484346.64,6022003.02,1924.69431,49.14736614,3320.410717,113.1781916,11,4,22,17
484293.95,6021974.54,1995.699221,29.70901172,3486.401913,89.77116334,11,4,22,18
484346.64,6022003.02,1967.10069,21.82024515,3419.040498,48.570272,11,4,22,21
484432.62,6022284.62,1955.868425,36.49190452,3394.656805,81.81110381,11,4,22,22
484324.45,6021977.7,1964.489629,23.92415197,3413.214133,52.97101897,11,4,22,25
484299.49,6022031.49,1979.38694,28.60184529,3445.292211,78.46321751,11,4,22,25
484288.4,6022031.49,1955.972171,39.56693023,3394.873157,91.0480341,11,4,22,26
484288.4,6022037.82,1978.246243,23.33944116,3442.873508,61.56366249,11,4,22,26
484316.13,6022006.18,1918.424264,58.42607454,3306.998966,132.8989935,11,4,22,27
484260.66,6022050.48,2018.111415,16.23860918,3553.667577,46.31404055,11,4,22,30
484324.45,6021990.36,1932.472155,36.87797463,3340.003817,83.71797772,11,4,22,31
484293.95,6021987.2,1947.805747,43.7572048,3376.881338,97.11037488,11,4,22,31
484316.13,6022006.18,1949.826052,40.67871045,3381.413862,89.59675298,11,4,22,31
484335.55,6022040.98,1945.526979,37.98593476,3371.434069,82.56950443,11,4,22,32
484338.32,6022006.18,1968.846312,21.97011967,3422.646896,49.02466007,11,4,22,35
484371.6,6022075.79,1915.325601,44.50895556,3300.628177,102.5853328,11,4,22,36
484427.07,6022246.65,1959.056182,28.70093583,3401.328835,62.91098327,11,4,22,36
484310.59,6021961.88,1949.018528,38.09394216,3379.600517,82.76113229,11,4,22,39
484338.32,6021955.55,1950.529878,33.78466352,3382.962295,72.7708004,11,4,22,40
484343.87,6021980.87,1955.840017,31.35765024,3394.597305,68.00516995,11,4,22,40
484310.59,6021955.55,1918.67053,54.55646805,3307.466008,124.8537604,11,4,22,42
484346.64,6022003.02,1952.818698,30.16802954,3387.958397,64.92758707,11,4,22,43
484332.77,6021987.2,1944.536743,31.09335065,3368.958004,68.4023109,11,4,22,44
484346.64,6022003.02,1918.965208,34.86516998,3308.045318,82.21112998,11,4,22,47
484305.04,6021955.55,1927.905821,48.6733578,3328.502662,110.8141985,11,4,22,50
484288.4,6021993.52,1948.299915,39.32014311,3378.001391,85.83447512,11,4,22,53
484324.45,6021965.05,1962.337104,26.04145085,3408.609646,57.4712865,11,4,22,55
484371.6,6022221.34,1860.310576,61.90948246,3152.88837,161.980297,11,4,22,56
484338.32,6021993.52,1932.624859,27.60935644,3340.379431,63.69640565,11,4,22,59
484338.32,6021987.2,1937.216755,31.03010199,3351.600848,69.88414629,11,4,22,59
484332.77,6021999.85,1966.934191,23.15771098,3418.674842,51.53195164,11,4,22,59
484327.23,6021974.54,1982.629958,20.06848865,3452.167243,55.69777723,11,4,23,0
484343.87,6021980.87,1933.512788,34.54640378,3342.66755,78.41884851,11,4,23,1
484335.55,6022003.02,1948.3135,29.25265901,3378.032091,63.43303248,11,4,23,2
484310.59,6021949.23,1950.911021,33.23544278,3383.803263,71.5268747,11,4,23,3
484349.41,6022012.51,1944.964082,44.12373216,3370.033493,97.93423763,11,4,23,4
484335.55,6022028.33,1958.356232,28.69119944,3399.810561,62.36995932,11,4,23,5
484371.6,6022050.48,1947.403749,38.72743714,3375.977501,83.97897991,11,4,23,6
484349.41,6021999.85,1923.508416,28.71215081,3317.664364,68.92555581,11,4,23,8
484349.41,6022025.16,1946.067326,30.98681206,3372.730343,67.62379277,11,4,23,10
484327.23,6021961.88,1943.380877,32.01862851,3366.201688,70.684008,11,4,23,11
484282.85,6021961.88,1959.694683,33.8951315,3402.875779,77.42505178,11,4,23,11
484316.13,6021955.55,1967.792781,27.89610689,3420.518941,65.85140265,11,4,23,11
484335.55,6021990.36,1927.983389,36.8861118,3328.687743,85.32812118,11,4,23,13
484349.41,6022031.49,1928.234332,43.45285756,3329.2869,99.54515055,11,4,23,13
484349.41,6021993.52,1871.094976,61.02066818,3185.270271,153.8361272,11,4,23,14
484332.77,6021980.87,1917.450856,56.54976058,3304.965924,128.9583152,11,4,23,14
484338.32,6022006.18,1933.758243,45.837152,3343.27021,102.4709798,11,4,23,15
484360.51,6022031.49,1944.730727,41.28919061,3369.455834,90.24872962,11,4,23,15
484291.17,6021952.39,1946.958666,39.00488923,3374.905643,84.67111688,11,4,23,15
484343.87,6021993.52,1922.924159,31.49023833,3316.357708,75.18619905,11,4,23,16
484327.23,6021974.54,1993.127568,13.98966624,3478.854673,42.44351336,11,4,23,16
484321.68,6021949.23,1905.792573,60.84571856,3279.462952,138.5434433,11,4,23,19
484321.68,6021955.55,1971.781174,30.25205082,3429.047582,76.80455099,11,4,23,20
484349.41,6022012.51,1944.828935,37.16785391,3369.702315,81.13836869,11,4,23,23
484341.09,6022009.34,1982.41625,17.33021725,3451.730973,46.88225945,11,4,23,23
484324.45,6021965.05,1927.137048,29.8876155,3326.600635,70.424694,11,4,23,26
484360.51,6022018.84,1913.825901,27.8982268,3297.365915,64.8270068,11,4,23,30
484321.68,6021955.55,1926.789654,30.58839479,3325.716866,72.02073279,11,4,23,30
484354.96,6022006.18,1935.011815,35.84728156,3346.298682,80.7111704,11,4,23,30
484377.15,6022215.01,1945.137208,45.44284811,3370.460467,100.693838,11,4,23,33
484332.77,6022006.18,1996.0834,19.1304797,3487.581818,57.12331065,11,4,23,34
484288.4,6021936.57,1878.727412,63.72941274,3208.184498,155.7297119,11,4,23,36
484346.64,6021990.36,1937.697066,29.20217228,3352.745003,65.85239573,11,4,23,36
484310.59,6021955.55,1893.73476,53.53596876,3250.581497,125.0810259,11,4,23,37
484343.87,6021987.2,1988.957659,22.94857788,3467.689324,67.2805161,11,4,23,39
484413.2,6022230.83,1985.152579,17.00802711,3457.727069,48.49714637,11,4,23,40
484335.55,6021977.7,1919.662487,48.59927375,3309.433145,112.0831599,11,4,23,41
484354.96,6021993.52,1946.478373,42.22715353,3373.731741,93.309494,11,4,23,42
484338.32,6022037.82,1990.911327,20.04582155,3471.943147,60.33919204,11,4,23,42
484288.4,6021974.54,1921.771189,57.77329126,3313.95139,131.6805428,11,4,23,45
484335.55,6022003.02,1979.025624,18.24565664,3444.519714,46.54540003,11,4,23,47
484332.77,6021974.54,1935.537147,38.94403198,3347.596465,87.36585563,11,4,23,51
484332.77,6021999.85,1955.458755,36.23784578,3393.795177,80.61159427,11,4,23,51
484332.77,6021974.54,1964.098004,25.25732564,3412.407466,56.17654722,11,4,23,53
484327.23,6021955.55,1866.025723,63.92963282,3170.121872,163.3769624,11,4,23,54
484360.51,6021987.2,2012.972582,37.41520388,3538.157376,107.0024594,11,4,23,55
484343.87,6022012.51,1914.299052,37.33940418,3298.393416,86.95511098,11,4,23,59
484346.64,6022015.67,1969.177645,24.42289569,3423.344531,56.98997604,11,5,0,0
484338.32,6021999.85,1933.373415,53.17686636,3342.31761,118.5818664,11,5,0,6
484360.51,6022025.16,1984.301159,26.5702655,3455.698472,76.31930726,11,5,0,7
484354.96,6022006.18,1971.015531,26.76538714,3427.374004,65.15294569,11,5,0,8
484332.77,6022012.51,1914.317758,33.39403316,3298.429967,78.25014311,11,5,0,11
484305.04,6021968.21,1953.198698,39.98799797,3388.819926,90.21974913,11,5,0,12
484324.45,6021939.73,1995.72873,21.14323131,3486.492849,63.48954402,11,5,0,14
484366.05,6022037.82,1950.986549,37.95001799,3383.965342,83.67886626,11,5,0,16
484338.32,6022006.18,1973.036819,30.37872209,3431.876806,78.32461816,11,5,0,16
484338.32,6022012.51,1988.473668,31.97934069,3466.361376,94.49558689,11,5,0,16
484349.41,6022018.84,1982.10998,19.64561314,3451.077044,53.92069504,11,5,0,21
484343.87,6022025.16,1988.621093,14.95653018,3466.794707,43.91893616,11,5,0,21
484327.23,6022018.84,2006.860974,23.79246122,3520.564334,70.29102243,11,5,0,22
484354.96,6022018.84,1926.310645,32.89556004,3324.525143,77.1535098,11,5,0,23
484349.41,6022025.16,1935.848022,33.7267058,3348.344034,75.86473214,11,5,0,23
484349.41,6021980.87,1939.78694,37.49554061,3357.636524,83.21704423,11,5,0,23
484349.41,6022018.84,1961.318701,26.26282593,3406.447433,57.27465432,11,5,0,23
484332.77,6021999.85,1924.958247,42.4995537,3321.089562,98.7157701,11,5,0,29
484346.64,6022003.02,1948.315615,37.19525826,3378.036871,80.48732506,11,5,0,29
484327.23,6021980.87,1909.71527,36.6881854,3288.077205,85.47335729,11,5,0,31
484454.8,6022468.13,1940.881438,47.25304372,3360.220344,105.1366797,11,5,0,37
484357.73,6022040.98,1937.853629,30.69600569,3353.119925,68.97282239,11,5,0,41
484354.96,6022075.79,1940.575887,37.07646013,3359.493334,82.15070519,11,5,0,42
484349.41,6022012.51,1942.277536,40.93266572,3363.490155,89.87662302,11,5,0,43
484354.96,6022075.79,1967.806826,40.1788012,3420.548729,103.1983776,11,5,0,54
484366.05,6022025.16,1983.52569,32.9550086,3454.03022,94.76324515,11,5,0,57
484327.23,6022006.18,2013.969487,29.82280644,3540.998356,85.40514866,11,5,0,57
484343.87,6021980.87,1936.826913,40.16630407,3350.672758,89.54614859,11,5,0,58
484346.64,6021952.39,1956.375447,40.25608137,3395.695818,93.50557418,11,5,0,58
484349.41,6021987.2,1969.569302,21.57427803,3424.19695,48.48311297,11,5,0,58
484354.96,6021999.85,1965.528391,24.6061241,3415.499653,54.78980522,11,5,1,2
484338.32,6022006.18,1987.928547,20.8600309,3464.745191,61.2839363,11,5,1,7
484343.87,6022006.18,1945.676072,43.70914761,3371.803595,96.85211528,11,5,1,8
484332.77,6021955.55,1882.905405,51.70269479,3220.264763,125.0268417,11,5,1,10
484443.71,6022442.82,1969.100038,23.50216834,3423.173863,54.05154278,11,5,1,11
484415.98,6022240.32,1925.154986,53.41235979,3321.60281,121.9456056,11,5,1,12
484343.87,6022025.16,1949.409577,35.76017058,3380.484409,77.27990376,11,5,1,12
484360.51,6022025.16,1941.823577,40.11648953,3362.429497,88.29409713,11,5,1,14
484354.96,6021999.85,1949.523867,35.98848324,3380.741341,77.78623488,11,5,1,15
484371.6,6022044.15,1935.107423,52.25435944,3346.534626,116.5400688,11,5,1,19
484238.48,6022088.45,2000.076345,17.91694574,3499.609091,53.67421363,11,5,1,23
484366.05,6022025.16,1929.850809,30.74409272,3333.251327,71.59380202,11,5,1,25
484232.93,6021999.85,2012.495916,15.88797553,3536.736826,48.30425943,11,5,1,26
484338.32,6021987.2,1918.379999,35.76397028,3306.913512,84.03756656,11,5,1,28
484446.48,6022420.67,1962.937631,23.63424684,3409.971124,50.98002026,11,5,1,29
484313.36,6021965.05,1957.463554,41.18903953,3397.910321,97.44495873,11,5,1,31
484435.39,6022408.02,1958.56216,25.56267713,3400.247197,55.03592755,11,5,1,31
484338.32,6022050.48,1915.083713,40.77550235,3300.13208,94.50543999,11,5,1,34
484457.58,6022433.33,1976.724736,17.37012636,3439.621452,42.25843247,11,5,1,34
484338.32,6021993.52,1934.973289,26.93994962,3346.203673,61.48780049,11,5,1,37
484335.55,6021952.39,1979.006637,18.78123477,3444.479783,48.06956174,11,5,1,37
484343.87,6022006.18,1914.69862,35.86862113,3299.23665,83.80989078,11,5,1,38
484343.87,6022012.51,1943.730524,32.20122293,3367.059066,70.92484833,11,5,1,38
484346.64,6022003.02,1928.044548,32.67855311,3328.834573,76.29264138,11,5,1,40
484354.96,6022050.48,1957.224747,28.61440206,3397.428522,61.86133575,11,5,1,43
484338.32,6022012.51,2000.345419,24.28633022,3500.4664,73.3393169,11,5,1,43
484346.64,6022015.67,2016.761688,23.99582143,3549.654537,68.11861778,11,5,1,48
484354.96,6022037.82,1930.350227,36.35470298,3334.463295,83.69576519,11,5,1,49
484438.16,6022252.98,1975.970661,26.09941374,3438.064986,67.8955273,11,5,1,50
484321.68,6021974.54,1970.594579,29.15572961,3426.419609,72.20553378,11,5,1,55
484316.13,6022056.8,1921.400853,63.64268479,3313.184673,144.3049063,11,5,1,58
484321.68,6021968.21,1985.615716,20.28582857,3458.766201,59.01334426,11,5,1,59
484335.55,6021977.7,1923.834363,34.63167384,3318.342968,81.70199971,11,5,2,0
484449.26,6022442.82,1958.543541,24.0225166,3400.208244,51.8324634,11,5,2,4
484360.51,6022044.15,1968.940757,23.19185355,3422.83601,52.91902232,11,5,2,4
484327.23,6022018.84,1953.926733,37.19721967,3390.473534,82.14362199,11,5,2,5
484327.23,6021968.21,1915.60194,36.30899712,3301.211321,84.72187744,11,5,2,8
484366.05,6022063.13,1983.123684,15.15156577,3453.179061,40.94751147,11,5,2,11
484360.51,6022037.82,1925.988976,32.09987042,3323.732623,75.50403469,11,5,2,17
484349.41,6021999.85,1933.374311,33.69284155,3342.319877,76.64759925,11,5,2,27
484338.32,6022012.51,1982.147565,17.72300553,3451.15642,47.83771509,11,5,2,30
484346.64,6022028.33,1914.415152,35.34166187,3298.620586,82.63944441,11,5,2,39
484415.98,6022221.34,1985.913476,17.20951785,3459.462031,49.7864058,11,5,2,43
484343.87,6021999.85,1938.838956,30.20306375,3355.439355,67.60879084,11,5,2,47
484321.68,6021949.23,1969.864391,26.8408876,3424.829552,64.60904188,11,5,2,51
484343.87,6022031.49,1949.085812,41.31838615,3379.752916,91.0645645,11,5,2,57
484343.87,6022018.84,1956.840898,33.73880765,3396.654007,74.49963059,11,5,2,57
484354.96,6022031.49,1920.154775,45.7651063,3310.402808,105.9569768,11,5,3,1
484357.73,6022015.67,1921.171258,55.60480943,3312.725043,127.0083646,11,5,3,1
484080.39,6022281.45,1942.926077,44.43886744,3365.052084,98.03184234,11,5,3,2
484302.27,6021965.05,1891.252391,96.85726103,3244.108398,221.1746192,11,5,3,7
484415.98,6022360.55,1990.638408,23.03259497,3471.268474,68.91431861,11,5,3,8
484354.96,6022050.48,1922.953842,39.23326242,3316.424866,91.842031,11,5,3,13
484357.73,6022053.64,1957.783631,27.67126123,3398.575173,59.82097981,11,5,3,13
484449.26,6022442.82,1953.013488,29.67792727,3388.398195,63.89039473,11,5,3,19
484438.16,6022265.63,1949.942043,36.88704111,3381.669962,79.93390179,11,5,3,22
484343.87,6021987.2,1921.231234,45.36755162,3312.84956,105.065453,11,5,3,23
484432.62,6022265.63,1922.936014,70.84592088,3316.38432,164.5229238,11,5,3,30
484404.88,6022215.01,1950.613828,36.11456435,3383.151586,78.19172869,11,5,3,35
484349.41,6022012.51,1923.042686,35.33589334,3316.629104,83.2293092,11,5,3,40
484343.87,6021987.2,1935.133956,31.33983235,3346.600139,71.0238989,11,5,3,40
484338.32,6021999.85,1978.480873,16.80437966,3443.366853,41.89878089,11,5,3,40
484357.73,6022028.33,1877.998507,41.93274948,3206.057462,103.8964631,11,5,3,42
484332.77,6021961.88,1985.667937,19.06819863,3458.888247,55.49354162,11,5,3,43
484354.96,6022044.15,1935.519765,46.80297414,3347.554173,103.9779544,11,5,3,45
484335.55,6022015.67,1946.182949,35.61604572,3373.008486,77.42500894,11,5,4,4
484360.51,6022037.82,1958.508201,29.99024056,3400.133827,66.30051369,11,5,4,12
484349.41,6022031.49,1976.812978,19.48594547,3439.814285,48.37001304,11,5,4,14
484332.77,6022006.18,1977.12741,22.97699609,3440.514995,59.17785955,11,5,4,16
484338.32,6022063.13,2009.861205,23.67897887,3528.983974,68.94839528,11,5,4,27
484349.41,6022044.15,1911.793731,53.80888391,3292.839231,122.8234939,11,5,4,30
484368.83,6022066.3,1934.533506,52.40300383,3345.108663,116.7751751,11,5,4,30
484388.24,6022170.71,1869.956866,80.82072816,3181.843342,201.6701824,11,5,4,35
484343.87,6021999.85,1951.668541,31.83363342,3385.41256,68.56875223,11,5,4,36
484338.32,6021980.87,1987.767117,19.50495867,3464.26927,57.48299854,11,5,4,36
484360.51,6022037.82,1927.092541,39.43241743,3326.486662,91.25693366,11,5,4,51
484346.64,6022015.67,1974.132001,20.4887091,3434.205426,49.25379937,11,5,4,51
484338.32,6022012.51,1938.904769,32.39195555,3355.588593,72.38863229,11,5,5,2
484282.85,6021999.85,1978.804753,18.95239657,3444.053147,48.39725274,11,5,5,2
484324.45,6021977.7,1948.86707,40.07163796,3379.262156,88.38663153,11,5,5,4
484415.98,6022246.65,1991.173659,19.13005171,3472.77647,57.58598212,11,5,5,9
484404.88,6022252.98,1998.06921,21.95463859,3493.485111,66.10988463,11,5,5,15
484388.24,6022259.3,1917.824916,62.87365284,3305.743366,142.3301621,11,5,5,25
484305.04,6022063.13,1902.652726,76.4215887,3272.295271,172.3270763,11,5,5,27
484354.96,6022037.82,1930.872746,45.86125223,3335.827882,103.813772,11,5,5,27
484310.59,6022025.16,1988.248411,28.00736249,3465.695002,82.392492,11,5,5,27
484321.68,6021993.52,1998.180496,17.88479094,3493.831778,53.60653375,11,5,5,33
484360.51,6022012.51,1929.111053,36.776306,3331.398698,84.89007745,11,5,5,38
484388.24,6022373.21,1984.91354,36.75604322,3457.203183,107.2842264,11,5,5,50
484346.64,6021990.36,1910.325658,43.34366264,3289.538097,100.3514713,11,5,5,55
484321.68,6021968.21,1962.395475,32.27679545,3408.746827,74.86040324,11,5,6,10
484321.68,6021987.2,1983.740214,14.30645438,3454.478354,38.93519663,11,5,6,10
484266.21,6021917.59,1987.564067,19.23466425,3463.670509,56.71781682,11,5,6,16
484293.95,6021974.54,1953.287572,53.65502292,3389.025623,131.7676391,11,5,6,26
484338.32,6021999.85,1944.099219,35.73250263,3367.928856,78.31202652,11,5,6,27
484421.52,6021987.2,1923.298861,61.07365197,3317.219612,138.6672966,11,5,6,43
484271.76,6021936.57,1857.414876,88.28380428,3144.141794,227.7170092,11,5,6,45
484371.6,6022215.01,1984.141576,18.13712353,3455.319512,51.25073568,11,5,6,53
484393.79,6021955.55,2046.494286,37.04695982,3634.08746,105.3545366,11,5,6,57
484338.32,6021968.21,1906.574595,56.4272929,3281.134014,128.9762295,11,5,6,59
484379.92,6021990.36,1995.838752,21.12684009,3486.835163,63.41389837,11,5,7,0
484404.88,6021974.54,1902.157765,62.54339985,3271.216571,142.4475964,11,5,7,2
484404.88,6021974.54,1971.345457,25.4370323,3428.080206,61.58910493,11,5,7,6
484349.41,6022018.84,1985.058061,16.69141279,3457.521359,47.45679753,11,5,7,7
484332.77,6022025.16,1998.965537,25.37764047,3496.303376,76.63262733,11,5,7,7
484327.23,6021955.55,1893.416216,80.90671246,3249.744878,184.8757684,11,5,7,10
484402.11,6022003.02,1840.290339,121.6584077,3091.749891,316.0143444,11,5,7,13
484410.43,6021968.21,1885.545137,54.70483446,3227.97262,130.7643263,11,5,7,15
484324.45,6022015.67,2003.113607,24.37608925,3509.217909,73.07172576,11,5,7,17
484404.88,6021974.54,1988.445844,13.54747381,3466.279542,39.45103106,11,5,7,20
484379.92,6021990.36,1995.589804,27.83046882,3486.068997,84.02435448,11,5,7,21
484299.49,6021917.59,1988.952487,18.10608527,3467.678262,53.44789749,11,5,7,28
484377.15,6021987.2,1952.383039,51.70585619,3386.946962,125.3107149,11,5,7,29
484280.08,6021901.77,1950.217179,40.31332357,3382.268294,88.79144303,11,5,7,31
484427.07,6021993.52,1951.124448,34.05865152,3384.258576,73.53469817,11,5,7,31
484377.15,6021961.88,1970.291122,28.6650014,3425.76675,70.50984674,11,5,7,31
484415.98,6021955.55,1975.537613,38.46615814,3437.170161,103.9205973,11,5,7,31
484410.43,6021968.21,1847.028662,64.33258894,3112.128215,179.7488042,11,5,7,32
484335.55,6022003.02,1968.246575,33.32162192,3421.4844,82.89462064,11,5,7,33
484277.3,6021936.57,1947.125884,40.80435213,3375.312127,89.43805429,11,5,7,34
483883.48,6021645.48,1875.879151,99.46832067,3199.630945,237.1475757,11,5,7,35
484388.24,6021917.59,1907.751984,89.70819026,3283.6106,207.972348,11,5,7,35
484427.07,6021936.57,1948.447108,40.91578172,3378.33268,90.26922288,11,5,7,37
484393.79,6021974.54,1959.29912,26.15921402,3401.9073,56.49666803,11,5,7,38
484382.7,6021949.23,1960.753216,33.22168282,3405.193841,76.31743842,11,5,7,38
484421.52,6021968.21,1937.401773,35.24864205,3352.040268,78.96112345,11,5,7,40
484382.7,6021942.9,1952.24161,33.95850784,3386.635495,73.47585503,11,5,7,40
484399.34,6021961.88,1937.390313,44.83527404,3352.01308,99.31020087,11,5,7,41
484413.2,6021965.05,1941.250634,34.85355507,3361.082214,77.26124648,11,5,7,41
484413.2,6021977.7,1956.432252,28.32373308,3395.811595,61.04498127,11,5,7,41
484377.15,6021949.23,1861.893101,57.93769138,3157.717256,152.0443205,11,5,7,42
484410.43,6021968.21,1940.880818,30.61099028,3360.218901,68.17548919,11,5,7,42
484413.2,6021939.73,1994.947096,21.70063637,3484.388291,64.91884163,11,5,7,45
484410.43,6021974.54,1924.826396,41.50559169,3320.751582,96.53829506,11,5,7,46
484393.79,6021961.88,1968.038121,25.34358965,3421.041329,58.6077677,11,5,7,47
484293.95,6021942.9,1983.708134,17.65482445,3454.411171,49.3320779,11,5,7,48
484368.83,6021952.39,1992.120137,23.61968024,3475.716052,70.62287451,11,5,7,48
484232.93,6021898.6,1859.465591,82.36013436,3150.310714,212.1238613,11,5,7,49
484366.05,6021917.59,1892.89376,80.06938996,3248.359507,183.3463563,11,5,7,50
484027.7,6021968.21,1992.063217,29.8140972,3475.538656,89.6124185,11,5,7,50
484410.43,6021961.88,1962.752369,25.16580093,3409.563627,55.15090637,11,5,7,53
484388.24,6021961.88,2007.790158,16.97111366,3523.223416,50.98530156,11,5,7,54
484360.51,6021980.87,1930.774185,62.21765918,3335.572947,142.856924,11,5,7,56
484402.11,6021965.05,1943.688562,39.39122915,3366.957586,86.12687732,11,5,7,56
484371.6,6021961.88,1963.330823,29.72854176,3410.816943,67.82425996,11,5,7,56
484377.15,6021961.88,1999.378244,20.9035273,3497.467279,62.89861916,11,5,7,56
484421.52,6021993.52,1936.035228,37.84813332,3348.792616,84.88385422,11,5,7,57
484371.6,6021949.23,1887.812282,75.56876839,3234.646671,176.2763488,11,5,7,58
484332.77,6021999.85,1910.875792,36.35098432,3290.797316,84.75971797,11,5,7,58
484399.34,6021949.23,1932.48988,50.31413727,3340.047313,112.4644744,11,5,7,58
484288.4,6021930.24,1909.105138,60.41742606,3286.624552,137.4704627,11,5,7,59
484282.85,6021911.26,1951.234473,35.49766646,3384.491679,76.86124142,11,5,7,59
484371.6,6021980.87,1909.562654,76.97294755,3287.715879,173.1484791,11,5,8,0
484457.58,6021952.39,1916.205241,74.5003938,3302.419823,168.9828136,11,5,8,1
484377.15,6021980.87,1921.120097,54.50638731,3312.617449,124.7354478,11,5,8,3
484299.49,6021930.24,1898.223668,41.2855785,3261.988878,94.99321878,11,5,8,4
484338.32,6021936.57,1897.53061,81.56633432,3260.322257,184.3481872,11,5,8,5
484393.79,6021936.57,1951.527189,35.70477286,3385.112847,77.58747334,11,5,8,5
484415.98,6021968.21,1961.91435,25.76865262,3407.693749,56.32775958,11,5,8,5
